"taskID","userID","objectType","rightCorner","collection","site","toSearch","Lat","Lon","gridRef","dateDiscoveryDay","dateDiscoveryMonth","dateDiscoveryYear","length","width","edge","weight","patina","surface","thickness","other","composition","associations","description","publications","remarks","inputBy","imageURL","flickrURL","Processing","lon","lat","project"
"30259",,,,,,,,,,,,,,,,,,,,,,,,,,,"https://farm8.staticflickr.com/7359/16450750785_40a2fdea97_b.jpg",,"merged",,,"bmswords"
"30260","433","Hemigkofen, Leaf-Shaped Sword","IC","British Museum, Tr. 43","Britain,Probably from the Thames, see ref. below.","River Thames","51.4917059","0.7321755000000394","","None","None","None","572","blade 33, 43, 49, 33; hilt 54.5; 24; 43.5","","588.25","Traces of patina, black and rusty brown.","Smooth","7","","","","Blade bent backwards at lower end. Eleven rivet holes. Much worn.","J.D. Cowen, P.P.S., 1951, No. 9","CI","Joellen mcGann","https://farm8.staticflickr.com/7407/16424750506_335cf9d6b4_b.jpg","https://www.flickr.com/photos/MicroPasts/16424750506","superuser",0.7322,51.4917,"bmswords"
"30261","433","Leaf-Shaped Sword","IIC","British Museum, 56.8-13.1","England,R. Thames","River Thames","51.4917059","0.7321755000000394","","None","None","None","724","hilt 35, 55; blade 39.5, 43","","933.21","Slight patina.","Smooth. Slightly encrusted with coarse sand.","blade 8","","","","Hilt top damaged. 12 rivet holes. 5 rivets and part of 2 others. Those on the left side are covered with patches of sand.","Hor. Fer., pl. IX, fig. 2","Inacc. drawing.,CI","Joellen mcGann","https://farm9.staticflickr.com/8599/16264844147_588cca49eb_b.jpg","https://www.flickr.com/photos/MicroPasts/16264844147","superuser",0.7322,51.4917,"bmswords"
"30262","433","Sword (Ballintoben)","","British Museum, 1957.5-3.1","England,?R. Thames","River Thames","51.4917059","0.7321755000000394","","None","None","None","","","","","","","","","","","","","CI","Joellen mcGann","https://farm9.staticflickr.com/8567/16450750905_26fab99ca2_b.jpg","https://www.flickr.com/photos/MicroPasts/16450750905","superuser",0.7322,51.4917,"bmswords"
"30263","433","Leaf-Shaped Sword","VI","British Museum, W.G. 1237,""Given by Earl of Southesk to lord Rosehill and by him to me.""","Scotland,Tayside,Brechin,Leuchland,peat moss","Brechin, Brechin, Angus DD9, UK","56.73334200000001","-2.6552888999999595","NO 59 60","None","None","None","660","blade 24, 32, 26, 30, 39; hilt 51, 31","","833.98","Very slight patina, dark brown.","Much pitted showing lighter brown and corroded.","blade 9","","","","Hilt broken. 5 rivets and 3 broken rivet holes.","","Damage not drawn quite accurately.,CI","Joellen mcGann","https://farm8.staticflickr.com/7323/16448994861_ba2d25668c_b.jpg","https://www.flickr.com/photos/MicroPasts/16448994861","superuser",-2.6553,56.7333,"bmswords"
"30264","433","Leaf-Shaped Sword","VI","British Museum, WG 1238","Scotland,Tayside,Brechin","Brechin, Brechin, Angus DD9, UK","56.73334200000001","-2.6552888999999595","NO 59 60","None","None","None","667","blade 32, 40, 58; hilt 25, 30, 16, 38","","607.68","Dark brown. Bronze shows on part of blade. Some green.","Pitted","blade 6","","","","6 rivets.","","CI","Joellen mcGann","https://farm9.staticflickr.com/8676/16449801962_89972d220d_b.jpg","https://www.flickr.com/photos/MicroPasts/16449801962","superuser",-2.6553,56.7333,"bmswords"
"30265","433","Leaf-Shaped Sword","IIC","British Museum, L. g.,purchased from Laing (dealer) 1836,Reg. Mrs. Lang,36,9-1,1","England,Sussex East,Battle","Battle, East Sussex, UK","50.917405","0.48367899999993824","TQ 74 15","None","None","None","745","blade 45; hilt 59, 20, 74.5","","1047.86","Some patina, black patina.","Dull bronze. Smooth.","blade 9","","","","Hilt end is rough. Blade broken across and joined. 5 rivets. Edges chipped.","Keyrick, Ancient Armor, pl. XLVII, 14.","Inaccurate drawing of hilt.,CI","Joellen mcGann","https://farm8.staticflickr.com/7378/16264496959_12e05e2856_b.jpg","https://www.flickr.com/photos/MicroPasts/16264496959","superuser",0.4837,50.9174,"bmswords"
"30266","433","Leaf-Shaped Sword","IIC","British Museum, WG 1239","England,Suffolk,Barrow","Barrow, Bury Saint Edmunds, Suffolk IP29, UK","52.241117","0.5831900000000587","","None","None","None","693","blade 45, 33, 35,5, 55, 37","","851.75","","Mostly smooth. Dull golden bronze.","blade 10","","","1a. Hoard","10 rivet holes and a long slot in handle. Blade broken across and neatly mended. Edges a little notched.","Evans, Ancient Bronze Implements, 1881, p. 279, fig. 343.","Drawing not quite accurate.,AFI,CI","Joellen mcGann","https://farm8.staticflickr.com/7290/16264844207_1c0a06e867_b.jpg","https://www.flickr.com/photos/MicroPasts/16264844207","superuser",0.5832,52.2411,"bmswords"
"30267","433","Sword, Broken","II","London, British Museum, 72.3-29.10","England,Shropshire,Clungunford,Broadward Hall","Clungunford, Craven Arms, Shropshire SY7, UK","52.4036029","-2.884545000000003","","None","None","None","","","","","","","","","","","","","See new index.,CI","Joellen mcGann","https://farm8.staticflickr.com/7313/15828226634_4637bc502f_b.jpg","https://www.flickr.com/photos/MicroPasts/15828226634","superuser",-2.8845,52.4036,"bmswords"
"30268","433","Handle of Sword","","London, British Museum, WG 2232","England,Shropshire,Clungunford,Broadward Hall","Clungunford, Craven Arms, Shropshire SY7, UK","52.4036029","-2.884545000000003","","None","None","None","","","","","","","","","","","","","See new index.,CI","Joellen mcGann","https://farm9.staticflickr.com/8561/16264497239_06e3e5b239_b.jpg","https://www.flickr.com/photos/MicroPasts/16264497239","superuser",-2.8845,52.4036,"bmswords"
"30269","433","Fragment of Sword Blade","","London, British Museum, WG 2231","England,Shropshire,Clungunford,Broadward Hall","Clungunford, Craven Arms, Shropshire SY7, UK","52.4036029","-2.884545000000003","","None","None","None","","","","","","","","","","","","","See new index.,CI","Joellen mcGann","https://farm8.staticflickr.com/7334/16264844377_a5238a547f_b.jpg","https://www.flickr.com/photos/MicroPasts/16264844377","superuser",-2.8845,52.4036,"bmswords"
"30270","433","Fragment of Sword Blade","","London, British Museum, WG 2230","England,Shropshire,Clungunford,Broadward Hall","Clungunford, Craven Arms, Shropshire SY7, UK","52.4036029","-2.884545000000003","","None","None","None","","","","","","","","","","","","","See new index.,CI","Joellen mcGann","https://farm8.staticflickr.com/7336/15828226894_b0b95b2f26_b.jpg","https://www.flickr.com/photos/MicroPasts/15828226894","superuser",-2.8845,52.4036,"bmswords"
"30271","433","Fragment of Sword Blade","","London, British Museum, WG 2229","England,Shropshire,Clungunford,Broadward Hall","Clungunford, Craven Arms, Shropshire SY7, UK","52.4036029","-2.884545000000003","","None","None","None","","","","","","","","","","","","","See new index.,CI","Joellen mcGann","https://farm9.staticflickr.com/8575/16263332630_c4ba15e841_b.jpg","https://www.flickr.com/photos/MicroPasts/16263332630","superuser",-2.8845,52.4036,"bmswords"
"30272","433","Fragment of Sword Blade","","London, British Museum, WG 2228","England,Shropshire,Clungunford,Broadward Hall","Clungunford, Craven Arms, Shropshire SY7, UK","52.4036029","-2.884545000000003","","None","None","None","","","","","","","","","","","","","See new index.,CI","Joellen mcGann","https://farm8.staticflickr.com/7402/16450751355_77f3dd6ff8_b.jpg","https://www.flickr.com/photos/MicroPasts/16450751355","superuser",-2.8845,52.4036,"bmswords"
"30273","433","Sword Fragment","","London, British Museum, WG 2227","England,Shropshire,Clungunford,Broadward Hall","Clungunford, Craven Arms, Shropshire SY7, UK","52.4036029","-2.884545000000003","","None","None","None","","","","","","","","","","","","","See new index.,CI","Joellen mcGann","https://farm8.staticflickr.com/7287/15828226994_75256a3308_b.jpg","https://www.flickr.com/photos/MicroPasts/15828226994","superuser",-2.8845,52.4036,"bmswords"
"30274","433","Sword","IVA","British Museum, 1951.10-7.1","England,Northumberland,Kielder,Kielder Forest","Kielder Forest, United Kingdom","55.23683339999999","-2.605925299999967","NY 68 69","None","None","None","","","","","","","","","","","2 + 2 rivets in shoulder; grip broken off.","","CI","Joellen mcGann","https://farm9.staticflickr.com/8639/16449802402_ab1d25361d_b.jpg","https://www.flickr.com/photos/MicroPasts/16449802402","superuser",-2.6059,55.2368,"bmswords"
"30275","433","Fragment of Sword","IIIC","British Museum, WG 2433","England,Norfolk,Stanford","Stanford, Norfolk, UK","52.5136183","0.7287463000000116","TL 96 73","None","None","None","88","47 across shoulders","","101","Dark brown; partly cleaned off to show golden-bronze colour.","Smooth generally. The rust-like substance on the shoulders is rough.","6","","","","Small piece; base of hilt, shoulders and top of blade only. The two rivet holes are blocked with rust-like substance. One wing of the blade has been recently scraped on one side. The whole is very slightly bent.","","OK,CI","Joellen mcGann","https://farm8.staticflickr.com/7374/15830673983_b2f5caf96d_b.jpg","https://www.flickr.com/photos/MicroPasts/15830673983","superuser",0.7287,52.5136,"bmswords"
"30276","433","Sword","","British Museum, 1903.6-23.46 and 46a.,ex-Cecil Brent collection.","Unknown provenance.,(Label says ?Kent; most likely to be Scandinavian, cf. Brondsted, Nordische Vorzeit II (1962), 50 fig. b).","","52.5136183","0.7287463000000116","","None","None","None","","","","","","","","","","","4 large-capped rivets in crescentic open-work shoulder-plate. Blade in 5 fragments.","","CI","Joellen mcGann","https://farm9.staticflickr.com/8676/16263332900_2efc613bd5_b.jpg","https://www.flickr.com/photos/MicroPasts/16263332900","superuser",0.7287,52.5136,"bmswords"
"30277","433","Sword","Cast Bronze Hilt","British Museum,Purchased 1902,from Cecil Brent Collection","England,Kent,(possibly)??","Kent, UK","51.2787075","0.5217254000000366","","None","None","None","72, 82, 61, 97, 73, 80","blade 33; hilt 60","","","Bright green","","","","","","4 Rivets. Blade very much damaged and in pieces.","","CI","Joellen mcGann","https://farm8.staticflickr.com/7402/15828227124_17b60bf476_b.jpg","https://www.flickr.com/photos/MicroPasts/15828227124","superuser",0.5217,51.2787,"bmswords"
"30278","433","Fragment of Sword","","British Museum,Given by A. W. Franks, Esq.,1893.2-5.5","England,Kent,Stoke,Founder's hoard","Upper Stoke, Rochester, Medway ME3, UK","51.4461013","0.6213103999999703","TQ 82 75","None","None","None","115","38","","139","Brown and green patina.","Corroded","5","","","Hoard of 12 socketed celts and 9 fragments, 2 socketed gouges, fragment of mould, jet, 5 fragments of swords and 3 cakes of metal. Stoke Hoard","","","Almost OK,CI","Joellen mcGann","https://farm8.staticflickr.com/7316/16424751266_4a9e4cce52_b.jpg","https://www.flickr.com/photos/MicroPasts/16424751266","superuser",0.6213,51.4461,"bmswords"
"30279","433","Fragment of Sword","","British Museum,Given by A. W. Franks, Esq.,1893.2-5.4","England,Kent,Stoke,Founder's hoard","Upper Stoke, Rochester, Medway ME3, UK","51.4461013","0.6213103999999703","TQ 82 75","None","None","None","82","34","","68","Green and brown patina","Corroded","8","","","1-23: Hoard of 12 socketed celts and 9 fragments, 2 socketed gouges, fragment of mould, jet, 5 fragments of swords and 3 cakes of metal.","","","Almost OK.,CI","Joellen mcGann","https://farm9.staticflickr.com/8599/16450751665_d0eb4cddc3_b.jpg","https://www.flickr.com/photos/MicroPasts/16450751665","superuser",0.6213,51.4461,"bmswords"
"30280","433","Fragment of Sword","","British Museum,Given by A. W. Franks, Esq.,1893.2-5.3","England,Kent,Stoke,Founder's hoard","Upper Stoke, Rochester, Medway ME3, UK","51.4461013","0.6213103999999703","TQ 82 75","None","None","None","55","30","","51","Yellowish patina","Slightly corroded","7","","","1-23: Hoard of 12 socketed celts and 9 fragments, 2 socketed gouges, fragment of mould, jet, 5 fragments of swords and 3 cakes of metal.","","","OK,CI","Joellen mcGann","https://farm8.staticflickr.com/7288/16450751705_e0146eb125_b.jpg","https://www.flickr.com/photos/MicroPasts/16450751705","superuser",0.6213,51.4461,"bmswords"
"30281","433","Fragment of Sword","IVa","British Museum,Given by A. W. Franks, Esq.,1893.2-5.2","England,Kent,Stoke,Founder's hoard","Upper Stoke, Rochester, Medway ME3, UK","51.4461013","0.6213103999999703","TQ 82 75","None","None","None","100","46","","157","Yellow and green patina","Corroded","9","","","1-23: Hoard of 12 socketed celts and 9 fragments, 2 socketed gouges, fragment of mould, jet, 5 fragments of swords and 3 cakes of metal.","","","Not quite accurate.,CI","Joellen mcGann","https://farm8.staticflickr.com/7314/16449802692_4c0c111e55_b.jpg","https://www.flickr.com/photos/MicroPasts/16449802692","superuser",0.6213,51.4461,"bmswords"
"30282","433","Fragment of Sword","","British Museum,Given by A. W. Franks, Esq.,1893.2-5.1","England,Kent,Stoke,Founder's hoard","Upper Stoke, Rochester, Medway ME3, UK","51.4461013","0.6213103999999703","TQ 82 75","None","None","None","44","34","","63","Green and brown patina","Corroded","10","","","1-23: Hoard of 12 socketed celts and 9 fragments, 2 socketed gouges, fragment of mould, jet, 5 fragments of swords and 3 cakes of metal.","","","Almost OK (section),CI","Joellen mcGann","https://farm8.staticflickr.com/7449/16450751815_4d904945bb_b.jpg","https://www.flickr.com/photos/MicroPasts/16450751815","superuser",0.6213,51.4461,"bmswords"
"30283","433","Sword Fragment","","London, British Museum,1893.2-5.5","England,Kent,Stoke,Hoo","Upper Stoke, Rochester, Medway ME3, UK","51.4461013","0.6213103999999703","TQ 82 75","None","None","None","117","38","","","","","","","","Founder's hoard","","","ND75,CI","Joellen mcGann","https://farm8.staticflickr.com/7371/16263333140_ddd7119d66_b.jpg","https://www.flickr.com/photos/MicroPasts/16263333140","superuser",0.6213,51.4461,"bmswords"
"30284","433","Sword Fragment","","London, British Museum,1893.2-5.4","England,Kent,Stoke,Hoo","Hoo, Medway, UK","51.420212","0.5633119999999963","TQ 82 75","None","None","None","82","34","","","","","","","","Founder's hoard","","","ND 74,CI","Joellen mcGann","https://farm8.staticflickr.com/7373/16449802752_406838e8ec_b.jpg","https://www.flickr.com/photos/MicroPasts/16449802752","superuser",0.5633,51.4202,"bmswords"
"30285","433","Sword Fragment","","London, British Museum,1893.2-5.3","England,Kent,Stoke,Hoo","Hoo, Medway, UK","51.420212","0.5633119999999963","TQ 82 75","None","None","None","54","29","","","","","","","","Founder's hoard","","","ND 74,CI","Joellen mcGann","https://farm9.staticflickr.com/8615/16264844877_8feff211d1_b.jpg","https://www.flickr.com/photos/MicroPasts/16264844877","superuser",0.5633,51.4202,"bmswords"
"30286","433","Sword Fragment","","London, British Museum,1893.2-5.2","England,Kent,Stoke,Hoo","Hoo, Medway, UK","51.420212","0.5633119999999963","TQ 82 75","None","None","None","101","48","","","","","","","","Founder's hoard","","","ND74,CI","Joellen mcGann","https://farm8.staticflickr.com/7360/15830674293_9d82538a37_b.jpg","https://www.flickr.com/photos/MicroPasts/15830674293","superuser",0.5633,51.4202,"bmswords"
"30287","433","Sword Fragment","","London, British Museum, 1893.2-5.1","England,Kent,Stoke,Hoo","Hoo, Medway, UK","51.420212","0.5633119999999963","TQ 82 75","None","None","None","43","36","","","","","","","","Founder's hoard","","","ND74,CI","Joellen mcGann","https://farm8.staticflickr.com/7346/16264497889_fbf0c3b341_b.jpg","https://www.flickr.com/photos/MicroPasts/16264497889","superuser",0.5633,51.4202,"bmswords"
"30288","433","Sword Blade Fragment","","London, British Museum, 93.4-26.42,Presented by A. W. Franks, 26/4/93","England,Kent,Minster,Ebbsfleet,1893","Minster, Ramsgate, Kent CT12, UK","51.336651","1.3144360000000006","TR 30 64","None","None","1893","","31","","","","","","","","Founder's hoard","","Proc. Soc. Ant., 2nd ser., XIV, 309,Proc. Soc. Ant., 2nd ser. XV, 138,VCH Kent I, 322,R.F. Jessup, 'Kent', 110","ND75,CI","Joellen mcGann","https://farm8.staticflickr.com/7440/16263333310_e6c81af9aa_b.jpg","https://www.flickr.com/photos/MicroPasts/16263333310","superuser",1.3144,51.3367,"bmswords"
"30289","433","Sword Blade Fragment","","London, British Museum, 93.4-26.41,Presented by A. W. Franks,26/4/93","England,Kent,Minster,Ebbsfleet,1893","Minster, Ramsgate, Kent CT12, UK","51.336651","1.3144360000000006","TR 30 64","None","None","1893","","36","","","","","","","","Founder's hoard, 93.4-26.9-151","","Proc. Soc. Ant., 2nd ser. XIV, 309,Proc. Soc. Ant. 2nd ser., XV, 138,VCH, Kent I, 322,R.F. Jessup, 'Kent', 110","ND75,CI","Joellen mcGann","https://farm8.staticflickr.com/7419/16424751636_aa3eaabf6c_b.jpg","https://www.flickr.com/photos/MicroPasts/16424751636","superuser",1.3144,51.3367,"bmswords"
"30290","433","Sword Blade Fragment","","London, British Museum, 93.4-26.40,Presented by A. W. Franks,26/1/93","England,Kent,Minster,Ebbsfleet,1893","Minster, Ramsgate, Kent CT12, UK","51.336651","1.3144360000000006","TR 30 64","None","None","None","","30","","","","","","","","Founder's hoard, 93.4-26.9-151","","Proc. Soc. Ant., 2nd ser., XIV, 309,Proc. Soc. Ant., 2nd ser. XV, 138,V.C.H., Kent I, 322,R.F. Jessup, 'Kent', 110","ND75,CI","Joellen mcGann","https://farm8.staticflickr.com/7450/16449803042_b6d7f4723c_b.jpg","https://www.flickr.com/photos/MicroPasts/16449803042","superuser",1.3144,51.3367,"bmswords"
"30291","433","Sword Blade Fragment","","London, British Museum, 93.4-26.39,Presented by A. W. Franks,26/4/93","England,Kent,Minster,Ebbsfleet,1893","Minster, Ramsgate, Kent CT12, UK","51.336651","1.3144360000000006","","None","None","1893","","39","","","","","","","","Founder's hoard, 93.4-26.9-151","","Proc. Soc. Ant., 2nd ser., XIV, 309,Proc. Soc. Ant., 2nd ser. XV, 138,V.C.H., Kent I, 322,R.F. Jessup, 'Kent', 110","ND75,CI","Joellen mcGann","https://farm9.staticflickr.com/8625/16449803062_2f0cea47c0_b.jpg","https://www.flickr.com/photos/MicroPasts/16449803062","superuser",1.3144,51.3367,"bmswords"
"30292","433","Sword Blade Fragment","","London, British Museum, 93.4-26.58,Presented by A. W. Franks,26/4/93","England,Kent,Minster,Ebbsfleet,1893","Minster, Ramsgate, Kent CT12, UK","51.336651","1.3144360000000006","TR 30 64","None","None","1893","","39","","","","","","","","Founder's hoard, 93.4-26.9-151","","Proc. Soc. Ant., 2nd ser., XIV, 309,Proc. Soc. Ant., 2nd ser. XV, 138,V.C.H., Kent I, 322,R.F. Jessup, 'Kent', 110","ND75,CI","Joellen mcGann","https://farm9.staticflickr.com/8596/16448995781_5e09a7bbe4_b.jpg","https://www.flickr.com/photos/MicroPasts/16448995781","superuser",1.3144,51.3367,"bmswords"
"30293","433","Sword Blade Fragment","","London, British Museum, 93.4-26.37,Presented by A. W. Franks, 26/4/93","England,Kent,Minster,Ebbsfleet,1893","Minster, Ramsgate, Kent CT12, UK","51.336651","1.3144360000000006","TR 30 64","None","None","1893","","29","","","","","","","","Founder's hoard, 93.4-26.9-151","","Proc. Soc. Ant., 2nd ser., XIV, 309,Proc. Soc. Ant., 2nd ser. XV, 138,V.C.H., Kent I, 322,R.F. Jessup, 'Kent', 110","ND75,CI","Joellen mcGann","https://farm8.staticflickr.com/7357/16450752295_644071ab4c_b.jpg","https://www.flickr.com/photos/MicroPasts/16450752295","superuser",1.3144,51.3367,"bmswords"
"30294","433","Sword Blade Fragment","","London, British Museum, 93.4-26.36,Presented by A. W. Franks, 26/4/93","England,Kent,Minster,Ebbsfleet,1893","Minster, Ramsgate, Kent CT12, UK","51.336651","1.3144360000000006","TR 30 64","None","None","1893","","33","","","","","","","","Founder's hoard, 93.4-26.9-151","","Proc. Soc. Ant., 2nd ser., XIV, 309,Proc. Soc. Ant., 2nd ser. XV, 138,V.C.H., Kent I, 322,R.F. Jessup, 'Kent', 110","ND75,CI","Joellen mcGann","https://farm8.staticflickr.com/7370/16450752305_e90b6a1466_b.jpg","https://www.flickr.com/photos/MicroPasts/16450752305","superuser",1.3144,51.3367,"bmswords"
"30295","433","Sword Blade Fragment","","London, British Museum, 93.4-26.35,Presented by A. W. Franks, 26/4/93","England,Kent,Minster,Ebbsfleet,1893","Minster, Ramsgate, Kent CT12, UK","51.336651","1.3144360000000006","TR 30 64","None","None","1893","32","","","","","","","","","Founder's hoard, 93.4-26.9-151","","Proc. Soc. Ant., 2nd ser., XIV, 309,Proc. Soc. Ant., 2nd ser. XV, 138,V.C.H., Kent I, 322,R.F. Jessup, 'Kent', 110","ND75,CI","Joellen mcGann","https://farm8.staticflickr.com/7407/16450752325_daa7e17916_b.jpg","https://www.flickr.com/photos/MicroPasts/16450752325","superuser",1.3144,51.3367,"bmswords"
"30296","433","Sword Blade Fragment","","London, British Museum, 93.4-26.34,Presented by A. W. Franks, 26/4/93","England,Kent,Minster,Ebbsfleet,1893","Minster, Ramsgate, Kent CT12, UK","51.336651","1.3144360000000006","TR 30 64","None","None","1893","","36","","","","","","","","Founder's hoard, 93.4-26.9-151","","Proc. Soc. Ant., 2nd ser., XIV, 309,Proc. Soc. Ant., 2nd ser. XV, 138,V.C.H., Kent I, 322,R.F. Jessup, 'Kent', 110","ND75,CI","Joellen mcGann","https://farm8.staticflickr.com/7451/15828227744_526304b4f7_b.jpg","https://www.flickr.com/photos/MicroPasts/15828227744","superuser",1.3144,51.3367,"bmswords"
"30297","433","Sword Blade Fragment","","London, British Museum, 93.4-26.33,Presented by A. W. Franks, 26/4/93","England,Kent,Minster,Ebbsfleet,1893","Minster, Ramsgate, Kent CT12, UK","51.336651","1.3144360000000006","TR 30 64","None","None","1893","","35","","","","","","","","Founder's hoard, 93.4-26.9-151","","Proc. Soc. Ant., 2nd ser., XIV, 309,Proc. Soc. Ant., 2nd ser. XV, 138,V.C.H., Kent I, 322,R.F. Jessup, 'Kent', 110","ND75,CI","Joellen mcGann","https://farm9.staticflickr.com/8569/16449803292_8a380690c8_b.jpg","https://www.flickr.com/photos/MicroPasts/16449803292","superuser",1.3144,51.3367,"bmswords"
"30298","433","Sword Blade Fragment","","London, British Museum, 93.4-26.32,Presented by A. W. Franks, 26/4/93","England,Kent,Minster,Ebbsfleet,1893","Minster, Ramsgate, Kent CT12, UK","51.336651","1.3144360000000006","TR 30 64","None","None","1893","","40","","","","","","","","Founder's hoard, 93.4-26.9-151","","Proc. Soc. Ant., 2nd ser., XIV, 309,Proc. Soc. Ant., 2nd ser. XV, 138,V.C.H., Kent I, 322,R.F. Jessup, 'Kent', 110","ND75,CI","Joellen mcGann","https://farm8.staticflickr.com/7312/16424752186_40acde6fdd_b.jpg","https://www.flickr.com/photos/MicroPasts/16424752186","superuser",1.3144,51.3367,"bmswords"
"30299","433","Sword Blade Fragment","","London, British Museum, 93.4-26.31,Presented by A. W. Franks, 26/4/93","England,Kent,Minster,Ebbsfleet,1893","Minster, Ramsgate, Kent CT12, UK","51.336651","1.3144360000000006","TR 30 64","None","None","1893","","34","","","","","","","","Founder's hoard, 93.4-26.9-151","","Proc. Soc. Ant., 2nd ser., XIV, 309,Proc. Soc. Ant., 2nd ser. XV, 138,V.C.H., Kent I, 322,R.F. Jessup, 'Kent', 110","ND75,CI","Joellen mcGann","https://farm9.staticflickr.com/8572/16263333940_a92063d9a8_b.jpg","https://www.flickr.com/photos/MicroPasts/16263333940","superuser",1.3144,51.3367,"bmswords"
"30300","433","Sword Blade Fragment","","London, British Museum, 93.4-26,30,Presented by A. W. Franks, 26/4/93","England,Kent,Minster,Ebbsfleet,1893","Minster, Ramsgate, Kent CT12, UK","51.336651","1.3144360000000006","TR 30 64","None","None","1893","","30","","","","","","","","Founder's hoard, 93.4-26.9-151","","Proc. Soc. Ant., 2nd ser., XIV, 309,Proc. Soc. Ant., 2nd ser. XV, 138,V.C.H., Kent I, 322,R.F. Jessup, 'Kent', 110","ND75,CI","Joellen mcGann","https://farm9.staticflickr.com/8682/16424752246_977ce312f2_b.jpg","https://www.flickr.com/photos/MicroPasts/16424752246","superuser",1.3144,51.3367,"bmswords"
