"taskID","userID","objectType","rightCorner","collection","site","toSearch","Lon","Lat","gridRef","dateDiscoveryDay","dateDiscoveryMonth","dateDiscoveryYear","length","width","edge","weight","patina","surface","thickness","other","composition","associations","description","publications","remarks","inputBy","imageURL","flickrURL","Processing","project"
"51206","433","Sword, frag.","","Exeter, Royal Albert Memorial Museum,Rougemont House, No number.","Thames,London,Near Blackfriars","Black Friars Ln, London EC4V 6ER, UK","-0.1033","51.5129","","None","None","None","27.5","3.00 (from Curator's notes)","","","","","","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/24168623786","https://farm2.staticflickr.com/1488/24168623786_14a21f24dd_m.jpg","superuser","ThamesSwords"
"51207","433","Leaf Shaped Sword","IIIc","Museum of Archaeology, Cambridge","England,Thames,London,Hammersmith,R. Thames, between Hammersmith Bridget + Crab Tree,15 October 1862","Hammersmith, London W6, UK","-0.2237","51.4912","","15","10","1862","538","40 blade; hilt 47.5, 35","","530","Dark shades of brown patina","Smooth but dull","blade 7.5","","","","Blade is bent in 3 or 4 places. ""Layton"" is scratched on one side of blade","Prehistoric Bronzes, 146. No Catalogue.,Foster Bequest 237. The numbers do not correspond in the catalogue","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/24086670852","https://farm2.staticflickr.com/1589/24086670852_403318df67_m.jpg","superuser","ThamesSwords"
"51208","433","Sword","VI","London Museum, B304,(from Tower Collection)","England,Thames,Stepney,Tower of London,River Thames","Stepney, London E1, UK","-0.0477","51.516","","None","None","None","545","37","","680","Dark brown patina","Fairly smooth","9","","","","Three rivets. Flat hilt plate, very slightly flanged.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/24168623166","https://farm2.staticflickr.com/1641/24168623166_f09fafd5e4_m.jpg","superuser","ThamesSwords"
"51209","433","Sword","","Brentford Public Library,Layton Collection, 01337,In London Mus?","England,Middlesex,Chiswick,from Thames ballast, nearly facing Red House, near Ship Public House, on Middlesex side of river,July 1861","Chiswick, London, UK","-0.2672","51.4876","","None","7","1861","579","blade 45; hilt 54","","","No patina.","Slightly encrusted in places. Dark golden bronze shows - soil adheres a good deal.","blade 7","","","","1 rivet; hilt broken","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/24168622346","https://farm2.staticflickr.com/1445/24168622346_2f9e49fc44_m.jpg","superuser","ThamesSwords"
"51210","433","Sword","IIIb","Brentford Public Library,Layton Collection,01337,Now in London Museum","England,Surrey,Thames,Mortlake,From Thames ballast, nearly facing Red House, near Ship Public House on Middlesex side of river.,July 1861","Mortlake, London SW14, UK","-0.2668","51.4677","","None","7","1861","579","hilt 54; blade 44","","","","Slightly encrusted in places, dark g. bronze, soil adheres a good deal","blade 7","","","","2 rivet holes with 1 rivet. Hilt broken, edge slightly chipped.","","Inac.","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/24168621706","https://farm2.staticflickr.com/1648/24168621706_1131c8fe4d_m.jpg","superuser","ThamesSwords"
"51211","433","Leaf shaped sword","IVa","London Museum, A27190","England,Thames,Middlesex,Chiswick,Stranf on Green,R. Thames","Strand-On-The-Green, London W4 3NQ, UK","-0.2821","51.4865","","None","None","None","574","hilt 50, 41; blade 41","","","Thin patina very dark brown on face, mottled blackish, other side mottled with rust colour, darker brown + black.","Smooth, except for slight encrustment + some light earth, mostly on hilt of other side + some spots of green encrustment.","blade 7","","","","Slightly bent (hilt to tip).  Four fixed rivets, the longest is 20.5mm. Golden bronze shows on other side from A to B. The hilt is fluted (edges of flutes are rounded.","","Inacc.","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/23566530164","https://farm2.staticflickr.com/1479/23566530164_82a929ae3f_m.jpg","superuser","ThamesSwords"
"51212","433","Sword","IIIa","Brentford Public Library,Layton Collection, 01365,Now in The London Museum","England,Middlesex,Chiswick,Thames ballast. Opposite last meadow going from Kent to Mortlake towards Middlesex side.,August 1868","Chiswick, London, UK","-0.2672","51.4876","","None","8","1868","657","blade 56.5; hilt plate 72; hilt end 40","","","Medium green patina mottled with dark green.","Smooth","blade 8, 11","","","","Good presentation. Blade bent. 7 Rivets. Hilt slotted + flanged.","","OK,drilled 3/2/65","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/24168620046","https://farm2.staticflickr.com/1500/24168620046_1b44a24596_m.jpg","superuser","ThamesSwords"
"51213","433","Sword","IIIb","Brentford Public Library,Layton Collection,01362,Noe in London Museum","England,Thames,London,Hammersmith,Thames ballast, a few yards from the shore in 7 feet of ballast opposite Hammersmith Mall.,September 1862","Hammersmith, London W6, UK","-0.2237","51.4912","","None","9","1862","655","hilt 67; blade 45","","","Dirty brown patina. Blackish","","blade 7","","","","Indented lines along blade hilt to near point. Good condition, six small rivet holes and one long hole.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/23566528884","https://farm2.staticflickr.com/1490/23566528884_ac0d21f7ae_m.jpg","superuser","ThamesSwords"
"51214","433","Sword","IVa","Ashmolean Museum, Oxford,1885 No. 783,Fortnum Collection,Given by C.D.E. Fortnum","England,Thames,Surrey,Egham,River Thames near Runnymead","Runnymede, Windsor Rd, Old Windsor, Surrey SL4 2JL, UK","-0.5545","51.4388","","None","None","None","498","35.5","","445.68","Dull bronze patina.","","8.5","","","","","Proc. Soc. Ant. N.S. xxiii, 425 (2nd ser. v.425)","The longitudinal section is only approximate, as the sword is badly twisted.","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/24194696285","https://farm2.staticflickr.com/1696/24194696285_203ac677c9_m.jpg","superuser","ThamesSwords"
"51215","433","Sword","IIIa","Vize Collection No. 49,Sotheby's No. ?","England,Thames,Surrey,Kingston (off Old Church),R. Thames,March 1907","Kingston upon Thames, Greater London, UK","-0.3007","51.4123","","None","3","1907","572","hilt 30.5, 20, 57; blade 35, 46","","574.08","No patina","Smooth, bronze colour with dark stains","blade 5.75","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/24112102241","https://farm2.staticflickr.com/1543/24112102241_cd2dfa2365_m.jpg","superuser","ThamesSwords"
"51216","433","Sword","","Collection of the Thames Conservancy,Reading Museum","England,Thames,Surrey,Kingston,From the river near Raven's Ait.,April 1932","Kingston upon Thames, Greater London, UK","-0.3007","51.4123","","None","4","1932","443","blade 42","","820","","In good condition with scarcely any corrosion.","","","","","Bent and broken into three pieces, hilt missing.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/24112101521","https://farm2.staticflickr.com/1454/24112101521_e794de0dc6_m.jpg","superuser","ThamesSwords"
"51217","433","Sword","A","Kingston Public Library,Roots Collection,748","England,Thames,Surrey,Kingston,From the Thames","Kingston upon Thames, Greater London, UK","-0.3007","51.4123","","None","None","None","537","hilt 35; blade 30","","","Brown patina","rubbed","7","","","","4 rivet holes, 1 rivet. Point bent.","Surrey Archaeological Colln. Vol. LXI, 1964, pp. 3-4, pl. II","cf. ? Dich. Man. II, 1, 203 fg. 62,5","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/23826899499","https://farm2.staticflickr.com/1654/23826899499_32d8fe9ea5_m.jpg","superuser","ThamesSwords"
"51218","433","Sword","IVb","Kingston Public Library,Roots Collection,749","England,Thames,Surrey,Kingston,From the Thames","Kingston upon Thames, Greater London, UK","-0.3007","51.4123","","None","None","None","426","hilt 57; blade 33","","","Golden brown patina with black stains.","","7","","","","8 rivet holes. Point broken","Surrey Archaeological Colln. Vol. LXI, 1964, p. 4, Pl. II.","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/23826898879","https://farm2.staticflickr.com/1673/23826898879_eee2b5424c_m.jpg","superuser","ThamesSwords"
"51219","433","Sword","IVb","Kingston Public Library,Roots Collection,750,now missing at Kingston - David Field 18/10/79 (for at least 15 years)","England,Thames?,Surrey?,Kingston?,From the Thames?","Kingston upon Thames, Greater London, UK","-0.3007","51.4123","","None","None","None","586","hilt 46; blade 42","","","Light brown patina","Worn","7","","","","6 rivets","prob. unpublished","Probable H.. [sufliances]","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/24194693225","https://farm2.staticflickr.com/1635/24194693225_baff2a1aea_m.jpg","superuser","ThamesSwords"
"51220","433","Sword","V","Kingston Public Library,Roots Collection,754","England,Thames,Surrey,Kingston,From the Thames","Kingston upon Thames, Greater London, UK","-0.3007","51.4123","","None","None","None","541","hilt 50; blade 33","","","Green patina mottled.","","8","","","","7 rivet holes. Blade broken into two pieces.","Surrey Archaeological Colls. LXI, 1964, p. 4, pl. II","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/24086661922","https://farm2.staticflickr.com/1593/24086661922_5bd4d19d4d_m.jpg","superuser","ThamesSwords"
"51221","433","Sword","IIa","Kingston Public Libraru,Gould Collection,now missing at Kingston - David Field 18/10/79 (for at least 15 years)","England,Thames,Surrey,Kingston,From the Thames","Kingston upon Thames, Greater London, UK","-0.3007","51.4123","","None","None","None","735","hilt 68; blade 50","","","Black patina with green stains.","","10","","","","7 rivet holes, 1 rivet. Blade cracked.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/24112098121","https://farm2.staticflickr.com/1679/24112098121_f0bb91cce9_m.jpg","superuser","ThamesSwords"
"51222","433","Sword","IV","1915,The property of Mr. Maycook, 15 Spencer Rd., Putney,Vize Collection 2592,from the collection of Cecil Brent, F.S.A.","England,Thames,London,River Thames","London, UK","-0.1278","51.5074","","None","None","None","209","hilt 28, 34, 59; blade 30","","219.7","Brownish patina on handle + part of blade only.","","9.25, 8","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/23826895699","https://farm2.staticflickr.com/1522/23826895699_ef2f65b91b_m.jpg","superuser","ThamesSwords"
"51223","433","Sword","IIIb","Brentford Public Library,Layton Collection, 01366,Now in London Museum","England,Surrey,Mortlake,off Ship Public House, Mortlake, towards Surrey shore, R. Thames,February, 1873","Mortlake, London SW14, UK","-0.2668","51.4677","","None","2","1873","613","blade 42; hilt plate 56","","","Medium brown","","blade 42","","","","Tip of blade bent up. Encrusted with mud.","","Inacc.","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/23566522454","https://farm2.staticflickr.com/1649/23566522454_09a2fbb6e6_m.jpg","superuser","ThamesSwords"
"51224","433","Sword","","Mus. London, 01366","Thames,Off Ship P.H.,Mortlake,Towards Surrey Shore","Mortlake, London SW14, UK","-0.2668","51.4677","","None","None","None","","","","","","","","","","","","","Source of illustn.? Prob. PRBA BA portfolio.","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/24168612106","https://farm2.staticflickr.com/1516/24168612106_945a456126_m.jpg","superuser","ThamesSwords"
"51225","433","Sword Hilt and Partial Blade Ballistaer","C","Winchester City Museum, 850.99,Previously in the possession successively of the late Mr. W. J. Andres and his widow the late Mrs. H. E. Tilling and bequeathed by her to the museum in 1955.","Thames,Oxfordshire,Northstoke,From the Thames 1892","North Stoke, Wallingford, Oxfordshire OX10, UK","-1.1228","51.5735","","None","None","1882","174.625","41.21","","170.097","Dark grey","Smooth but some gravel incrustation in places.","7.94","Length: 6 7/8"" = 174.625mm; Width: 1 15/16"" = 41.2125mm; Thickness: 5/16"" = 7.94mm; Weight: nearly 6 oz. = 170.097 gms","","","Blade broken off 4 1/4"" (107.95mm) below the hilt which has 4 rivets","","F.V. Lyall,Inacc.,See new index","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/24194689435","https://farm2.staticflickr.com/1679/24194689435_a3811ff136_m.jpg","superuser","ThamesSwords"
"51226","433","Sword Frag.","","Winchester, City Museum, 850.99,Tilling Bequest","R. Thames,Oxon.,N. Stoke,from the Thames 1882","North Stoke, Wallingford, Oxfordshire OX10, UK","-1.1228","51.5735","","None","None","1882","175","50","","","","","","","","","","","ND 75","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/23899089470","https://farm2.staticflickr.com/1662/23899089470_ec18c5b0cc_m.jpg","superuser","ThamesSwords"
"51227","433","Leaf shaped sword (portion of)","IIc","Private Collection,W. C. Wells, Esq.,2 May bank Avenue, Sudbury, Harrow,21.6.20","England,Thames,London,Putney Dock,(6.5.09)","Putney, London SW15, UK","-0.2172","51.4606","","6","5","1909","139","55, 35","","184.27","No patina","A little rough, bluish grey + bronze colour","8","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/24112095761","https://farm2.staticflickr.com/1703/24112095761_2d5a2f7355_m.jpg","superuser","ThamesSwords"
"51228","433","Leaf Shaped Sword","IVa","Herts County Museum, St. Albans,lent by Capt. J. H. Ball, RAF","England,Thames,London,Putney,Thames","Putney, London SW15, UK","-0.2172","51.4606","","None","None","None","482","hilt plate 39.5, 49; blade 29, 36","","574.07","Traces of patina, black.","Smooth. Dark golden bronze.","blade 8","","","","In good condition - sharp edges.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/24086658542","https://farm2.staticflickr.com/1618/24086658542_de1acb231a_m.jpg","superuser","ThamesSwords"
"51229","433","L-S Sword Fragment","IVa","London Museum,49.83/1,Bought at Sothebys October 1949,? ex Ball Coll.","Thames,London,Putney","Putney, London SW15, UK","-0.2172","51.4606","","None","None","None","312.76","","","","","","","","","","Vestigal flanges on hilt. Three of rivet-holes imperfectly pierced. Blade has wide central rib and bevelled edges. Top of tang and lower blade missing, the blade terminating in modern break and surface damage.","","ok,J.K. Macdonald,? part of name sword as 49.83/2","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/24086657772","https://farm2.staticflickr.com/1697/24086657772_74f72e5d0e_m.jpg","superuser","ThamesSwords"
"51230","433","Sword - Ballintober type","C","London Museum, 49.107/813,Lloyd Collection: deposited on permanent loan by Richmond Borough Council, December 1949.","Thames,Middlex.,Shepperton,October 1887","Shepperton, Surrey, UK","-0.4527","51.3896","","None","10","1887","463.5","butt 44","","","","","","","","","Blade has mid-rib. Four rivet-holes in hilt, one retaining its rivet, another blocked.","Ant. J., VII, 296,For Ballintober type, see Hodges, in Ulster Journal of Archaeology, XIX, )cg. 56)","OK,J.K. Macdonald","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/23826892829","https://farm2.staticflickr.com/1668/23826892829_e3ed730fa3_m.jpg","superuser","ThamesSwords"
