"taskID","userID","objectType","rightCorner","collection","site","toSearch","Lon","Lat","gridRef","dateDiscoveryDay","dateDiscoveryMonth","dateDiscoveryYear","length","width","edge","weight","patina","surface","thickness","other","composition","associations","description","publications","remarks","inputBy","imageURL","flickrURL","Processing","project"
"38678","580","Leaf shaped Sword","III C","Sold as Other Properties (from Lord Farnham's Collection) at Sotheby's 23. 7. 25","Ireland,Co Cavan,found in a bog.","Co. Cavan, Irlande","-7.3367","53.9517","","None","None","None","468","blade 32,hilt 40; 32","","","traces of black patina.","cleaned - dull golden bronze. Pitted at A (where hilt joins blade), with fairly large holes & also blade. evidently from a water bed.","blade 7","","","","","","","Denis Antoine","https://www.flickr.com/photos/115096994@N02/17060784323","https://farm8.staticflickr.com/7788/17060784323_0b7437295a_m.jpg","superuser","IrishSwords"
"38679","580","Leaf shaped Sword","IV a","British Museum WG 1233.","Ireland,Clough","Irlande","-8.2439","53.4129","","None","None","None","489","blade 38.5; 31,hilt 46.5; 14; 41","","486.45","a few small patches of light green.","fairly smooth, bright bronze with dark stains.","blade 7","","","","","","","Denis Antoine","https://www.flickr.com/photos/115096994@N02/17493551180","https://farm9.staticflickr.com/8816/17493551180_76c31906da_m.jpg","superuser","IrishSwords"
"38680","433","Sword","re-used blade","Liverpool Museum, 2.10.90.207,Rev. Dr. Neligan Collection","Ireland,Cork","Cork, Ireland","-8.4863","51.8969","","None","None","None","357","blade 34","","318.93","Brown and black","","blade 7","","","","Blade tip is lost. HIlt damaged. Blade mended in two places.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17058606724","https://farm6.staticflickr.com/5446/17058606724_77a42c03ce_m.jpg","superuser","IrishSwords"
"38681","433","Leaf Shaped Sword","Eagen 4, IV a","British Museum, 49.3-1.46","Ireland,Cork,Cork (near)","Cork, Ireland","-8.4863","51.8969","","None","None","None","479","blade 32, 35; hilt 44, 21","","465.43","Slight patina dark brown.","Bronze showing on centre and point.","blade 7","","","","Mended across centre of blade. Hilt broken.4 rivet holes.","Eagen, Catalogue (1965), 4af, no. 116","Inaccurate drawing.","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17654787096","https://farm8.staticflickr.com/7767/17654787096_182ff2a916_m.jpg","superuser","IrishSwords"
"38682","433","Leaf Shaped Sword","Eagen 4b, IVa","British Museum, WG 1227","Ireland,Derry,Baltangh","Londonderry, Londonderry, Derry, UK","-7.3086","54.9966","","None","None","None","625","blade 35, 31, 34, 34; hilt 43, 34, 47","","511.55","Very slight patina green","Dull bronze","blade 7","","","","9 rivet holes - 1 broken. Edges much bashed.","Eagen, Catalogue (1965), 129 no. 486, fig. 63","Inacc. drawing.","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17681119425","https://farm6.staticflickr.com/5448/17681119425_79bba448e5_m.jpg","superuser","IrishSwords"
"38683","433","Leaf Shaped Sword","IIIc","Salisbury, S. Wilts and Blackmore Museum,707 Brackstone Collection","Ireland,Co. Donegal","Co. Donegal, Ireland","-7.9954","54.8661","","None","None","None","487","hilt 36, 16, 23, 49; blade 27, 35","","448.5","Dark brownish green","","5, 7","","","","The central hole in middle of hilt is nearly filled and 2 other holes are very small. Broken and soldered in two places. Not a very good casting.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17654783516","https://farm8.staticflickr.com/7790/17654783516_783d771aa4_m.jpg","superuser","IrishSwords"
"38684","433","Leaf Shaped Sword","IIIc","Salisbury, S. Wilts and Blackmore Museum,709 Brackstone Collection","Ireland,Donegal?,Engraved on blade: ""This blade was found 20 feet below surface of a bog near [?Dunerane], June 1812.""","Co. Donegal, Ireland","-7.9954","54.8661","","None","6","1812","624","hilt 43, 22, 53; blade 35, 34, 45","","640.25","","Tarnished bronze - has been polished.","blade 7","","","","Three of the rivet holes are filled.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17058601034","https://farm6.staticflickr.com/5446/17058601034_246c0ef4e5_m.jpg","superuser","IrishSwords"
"38685","433","Leaf-Shaped Sword","IVa","Salisbury, S. Wilts and Blackmore Museum,529 Brackstone Collection","Ireland,Donegal,Bunerane","Co. Donegal, Ireland","-7.9954","54.8661","","None","None","None","537","hilt 51, 50, 31, 17, 38; blade 30, 39","","559","","","blade 8","","","","One rivet is broken in the hole. Edge dented and wavey, but ground out somewhat, probably when cleaned.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17060771393","https://farm6.staticflickr.com/5460/17060771393_f7a62422e0_m.jpg","superuser","IrishSwords"
"38686","433","Leaf Shaped Sword","IIIc","British Museum, WG 1230","Ireland,Co. Down,Banbridge","Banbridge, Banbridge, Banbridge BT32, UK","-6.2705","54.3487","","None","None","None","542","blade 39; hilt 49, 21, 15, 37","","536.56","some [?traces] patina bright green","Dull bronze","blade 8","","","","4 rivet holes. 2 slightly broken. Blade broken and mended. False tip to hilt.","Eagen, Catalogue (1965), 56 no. 144, fig. 28","Inaccurate drawing","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17060769983","https://farm6.staticflickr.com/5321/17060769983_d176b83b4a_m.jpg","superuser","IrishSwords"
"38687","433","Leaf-Shaped Sword","Eagen 2, IIc","British Museum, 64.5-3.1","Ireland,Fermanagh,Ballinamallard","Ballinamallard, Enniskillen, Fermanagh BT94, UK","-7.5947","54.4207","","None","None","None","542","blade 36, 30; hilt 58, 21, 26","","543.9","Black - golden bronze shows on rib","Pitted","blade 8","","","","11 rivet holes. Hilt end is worn.","Eagen, Catalogue (1965), 28 no. 26.","Inaccurate drawing","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17494817559","https://farm6.staticflickr.com/5348/17494817559_92103505b1_m.jpg","superuser","IrishSwords"
"38688","433","Leaf Shaped Sword","IVa","Herts. County Museum, St. Albans,lent by Capt. J. H. Ball, RAF, 149","Ireland,Co. Fermanagh,Lough Erne","Lower Lough Erne","-7.7953","54.4791","","None","None","None","486","hilt plate 39, 49; blade 36.5","","524.48","traces of patina light green","smooth - bronze and golden bronze","blade 7","","","","In good preservation. 9 Rivet holes.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17681285291","https://farm8.staticflickr.com/7715/17681285291_b3bc28cbff_m.jpg","superuser","IrishSwords"
"38689","433","Sword","","British Museum, 54.7-14.281","Ireland,Co. Galway,Meelick,From R. Shannon","Meelick, Co. Galway, Ireland","-8.0986","53.179","","None","None","None","","","","","","","","","","","Hilt badly cast. ? 1 + 1 rivet in shoulder, attempt of 3 in grip.","Eagen, Catalogue (1965), 65 no. 180.","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17681284661","https://farm8.staticflickr.com/7656/17681284661_1d7b216f0c_m.jpg","superuser","IrishSwords"
"38690","433","Leaf Shaped Sword","IIIb","Herts County Museum, St. Albans,Lent by Capt. J. H. Ball, RAF 148","Ireland,Co. Galway,Lough Corrib","Lough Corrib, Ireland","-9.2764","53.4964","","None","None","None","482","hilt plate 49, 39; blade 37","","545.73","Thin patina dark green.","Smooth","blade 7","","","","Splendidly preserved.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17678628422","https://farm8.staticflickr.com/7757/17678628422_23c8ab75be_m.jpg","superuser","IrishSwords"
"38691","433","Leaf Shaped Sword","IIIc","Glastonbury Museum,lent by E. B. Sly, Esq.,Braxton Collection 596","Ireland,Galway","Galway, Ireland","-9.0568","53.2707","","None","None","None","387","blade 36; hilt end 20, 42","","283.5","","bronze colour. black stained.","6","","","","Edge turned. Hilt broken through rivet hole. 2 rivet holes not bored through.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17654772816","https://farm6.staticflickr.com/5350/17654772816_8613082a35_m.jpg","superuser","IrishSwords"
"38692","433","Leaf Shaped Sword","IIIc","British Museum, 54.7-14.281,Cooke Collection Parsonstown","Ireland,Co. Galway,Meelick,R. Shannon","Meelick, Co. Galway, Ireland","-8.0986","53.179","","None","None","None","540","blade 34.5, 30, 38; hilt 44, 21.5, 18, 37","","","","Clean golden bronze. Surface of hilt is broken. Some dark stains.","","","","","Only one of the rivet holes is pierced.","Eagen, Catalogue (1965), 65 no. 180 fig. 27","Drawing inaccurate?","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17494812599","https://farm9.staticflickr.com/8825/17494812599_08b1a3759c_m.jpg","superuser","IrishSwords"
"38693","433","Leaf Shaped Sword","IVa","Private Collection,Miss Evelyn Portal,Fremantle, Over Wallop, Hampshire,Given to her father by Lord Clonbrock.","Ireland,Galway,Ahascragh,on the Clonbrock estate,1850-1860","Ahascragh, Co. Galway, Ireland","-8.3346","53.3976","","None","None","1855","445","hilt 43; blade 34","","368.55","Blackish patina, worn off in many places.","","7","","","","Broken in two pieces; top of hilt and point missing. Edge badly dented.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17060760143","https://farm8.staticflickr.com/7747/17060760143_8290846d26_m.jpg","superuser","IrishSwords"
"38694","433","Leaf Shaped Sword","IVa","Hartfordshire County Museum, St. Albans,Lent by Capt. J. H. Ball, RAF,(from Canon Greennvell's Collection),No. 147","Ireland,Co. Galway,Lough Corrib,Original label: Found Aug. 7th 1909 by Michael Walsh of Knockellorn in Lough Corrib near the Castle of Aughnamire, Oughterard. Found on the surface of the bed of the Lough.","Aughnanure Castle, Oughterard, Co. Galway, Ireland","-9.2755","53.4187","","7","8","1909","447","blade 29.5; hilt plate 42, 33.5","","368.55","Traces of blackish patina and a whitish substance, perhaps clay.","Smooth, slightly pitted. Dark brown bronze colour.","blade 7, 4","","","","Blde slightly bent, from middle to point.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17493266878","https://farm9.staticflickr.com/8837/17493266878_e7601e9bd9_m.jpg","superuser","IrishSwords"
"38695","433","Fragment of Sword? Short? cd. Chelsea cfc, [zec holms?]","Var","Alnwick Castle, No. 396","Ireland","Ireland","-8.2439","53.4129","","None","None","None","120","centre 44; edge 22","","91.1","Green 5 brown patina","Fairly smooth","","","","","","","Variant (uncertain lenght) of Chelsea [?Ballintober] family, notched like a Lisburn Rapier; relation to [aughr.?] flanged knife","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17681277081","https://farm9.staticflickr.com/8750/17681277081_267e8419e4_m.jpg","superuser","IrishSwords"
"38696","433","Sword","","Enniscorthy Castle Museum, Co. Wexford, Ireland","Ireland","Ireland","-8.2439","53.4129","","None","None","None","","","","","","","","","","","","","Noted by Jask Simpson, Vice President of HFC, 24/6/74","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17681276091","https://farm6.staticflickr.com/5445/17681276091_c20966d85f_m.jpg","superuser","IrishSwords"
"38697","433","Sword","","Bristol Museum, 7865,Acquired at an Auction sale 1924","""Ireland?"",Evidently forgery","Ireland","-8.2439","53.4129","","None","None","None","blade to hilt 379","blade 34, 33; hilt 18; hilt top 141","","396.88","","","","","","","5 chamfered rivet holes in hilt.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17681274831","https://farm6.staticflickr.com/5448/17681274831_5b38237da8_m.jpg","superuser","IrishSwords"
"38698","433","Piece of a Sword","Frag","Alnwick Castle, No. 394","Ireland","Ireland","-8.2439","53.4129","","None","None","None","279","49","","438.6","Green patina","Corroded","9","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17058581154","https://farm6.staticflickr.com/5452/17058581154_1a6521b369_m.jpg","superuser","IrishSwords"
"38699","433","Leaf Shaped Sword","IIIc","British Museum, 78.11-1.202","Ireland,Old label: Irish presented by T. H. Ridgeway","Ireland","-8.2439","53.4129","","None","None","None","574","blade 44, 32, 37.5; hilt plate 48, 21, 17","","843.41","Slight patina, dark brown, showing bronze.","Smooth","blade 8.5","","","","Blade slightly curved. 9 rivet holes.","Eagen, Catalogue (1965), 122 no. 449, fig. 59","Drawing somewhat inaccurate.","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17681271691","https://farm6.staticflickr.com/5330/17681271691_43db7e8959_m.jpg","superuser","IrishSwords"
"38700","433","Leaf Shaped Sword","IIIc","British Museum, 63.1-22.117,From Mus. Pract. Geol.","?Ireland,Locality unknown","Ireland","-8.2439","53.4129","","None","None","None","425","blade 36, 33; hilt 44 21","","430.25","Dark brown.","Rather rough and finely scratched.","blade 7","","","","3 rivet holes and part of a fourth. Hilt end broken, also point.","","Drawing not quite accurate.","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17494801289","https://farm8.staticflickr.com/7734/17494801289_85f6d1375c_m.jpg","superuser","IrishSwords"
"38701","433","Sword","IIIc","Bristol Museum,E1775,Pease Collection","Ireland?","Ireland","-8.2439","53.4129","","None","None","None","298","hilt 23; 32; blade 28","","359","Dark green patina.","","","","","","Point of blade missing.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17493519320","https://farm6.staticflickr.com/5467/17493519320_021ef3ff4c_m.jpg","superuser","IrishSwords"
"38702","433","Sword (Leaf shaped)","IIIc","John Holmes Collection, City Art Gallery, Leeds,Cat. No. 255","Ireland","Ireland","-8.2439","53.4129","","None","None","None","485","blade 31.5; base of blade 47; hilt 33","","462","Smooth brown patina.","","","","","","Uniformly rounded blade, but with the part near the edge slightly drawn down, forming a shallow fluting. 3 rivet holes at the base of blade, 2 on one side and 1 on the other, with a casting mark for the 4th. One rivet hole in handle continuing the rivet and casting mark for another. Notches at base of blade.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17058576514","https://farm8.staticflickr.com/7794/17058576514_db4edc75e5_m.jpg","superuser","IrishSwords"
"38703","433","Leaf shaped sword","IVa","Chichester Institute,Sold to Borough of Newbury Museum, 1923.","Ireland","Ireland","-8.2439","53.4129","","None","None","None","200","blade 28; hilt plate 43, 22.5","","248","Some almost black patina on both sides.","Pitted all over but fairly smooth. Light greeny grey corrosion on one side.","blade 8.5","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17494798299","https://farm6.staticflickr.com/5443/17494798299_4329fb1a2f_m.jpg","superuser","IrishSwords"
"38704","433","Leaf Shaped Sword","IVa","British Museum,47.5-20.4,(from Earl of Enniskillen)","Ireland","Ireland","-8.2439","53.4129","","None","None","None","502","blade 35; hilt 49, 37","","479.86","Some patina","dull bronze with dark stains.","blade 7","","","","3 rivet holes.","Apparently missed by Eagen 1965.","Inaccurate drawing.","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17493516690","https://farm6.staticflickr.com/5343/17493516690_db0dd58b7b_m.jpg","superuser","IrishSwords"
"38705","433","Sword","IVa","Alnwick Castle, No. 359","Ireland","Ireland","-8.2439","53.4129","","None","None","None","536","40","","536.5","Bronze patina","Fairly smooth","6","","","","Has been broken and mended.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17681089965","https://farm8.staticflickr.com/7758/17681089965_704473d528_m.jpg","superuser","IrishSwords"
"38706","433","Sword","IVa","Alnwick Castle, No. 390","Ireland","Ireland","-8.2439","53.4129","","None","None","None","471","34","","531.25","Brown patina.","Rough, jagged along edge.","7","","","","Has been broken and mended in the centre.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17681086745","https://farm6.staticflickr.com/5331/17681086745_5b11dbf737_m.jpg","superuser","IrishSwords"
"38707","433","Sword","IVa","Alnwick Castle, No. 391","Ireland","Ireland","-8.2439","53.4129","","None","None","None","493.5","38","","563.9","Dark brown patina.","Corroded","8","","","","None rivet holes, six containing the remains of rivets.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17058569444","https://farm6.staticflickr.com/5456/17058569444_843bef2eef_m.jpg","superuser","IrishSwords"
"38708","433","Sword","IVa","Bristol Museum,E1777,Pease Collection","Ireland?","Ireland","-8.2439","53.4129","","None","None","None","397","hilt 24; blade 34","","414","Dark brown patina.","","","","","","Six rivet holes, including one not perforated. Blade broken in the centre and subsequently welded.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17060740133","https://farm6.staticflickr.com/5443/17060740133_b088ab6067_m.jpg","superuser","IrishSwords"
"38709","433","Leaf Shaped Sword","IVa","Bristol Museum, 7863,Acquire at Auction Sale 1924 with others","Ireland?","Ireland","-8.2439","53.4129","","None","None","None","482","blade 26, 26; hilt 45.5, 22.5","","559.91","","","","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17058567184","https://farm9.staticflickr.com/8818/17058567184_5a63030d71_m.jpg","superuser","IrishSwords"
"38710","433","Leaf Shaped Sword","IVa","Museum of Archaeology + Ethnology, Cambridge,Robinson Collection, Foster Bequest","Ireland","Ireland","-8.2439","53.4129","","None","None","None","585","blade 38; hilt plate 49.5; 40.5","","655","Dark brown and black patina with dull metal showing through slightly.","Smooth + shiny","blade 7","","","","""Fish tail"" hilt plate, six rivet holes, narrow waist. Bevelled round cutting edge. The latter slightly chipped. Very tru and even.","No. 239 Foster Bequest - a catalogue - but the numbers do not correspond with this.,No. 148 Prehistoric Bronzes - no catalogue (lost)","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17678601972","https://farm9.staticflickr.com/8732/17678601972_d48c4428c4_m.jpg","superuser","IrishSwords"
"38711","433","Sword (leaf shaped)","IVa","Museum, Leeds Phil. + Lit. Society","Ireland","Ireland","-8.2439","53.4129","","None","None","None","353","","","273","","","by rivet holes 9; narrow point 8; widest point 5","","","","Rounded central rib, the part next the edge drawn down so as to form a shallow fluting. Part of hafting plate broken away, blade broken and repaired in two places, two rivet holes remaining in hafting plate.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17681256031","https://farm6.staticflickr.com/5445/17681256031_2d9613461b_m.jpg","superuser","IrishSwords"
"38712","433","Sword","IVa","Newcastle-upon-Tyne,Black Gate Museum, No. 86","Ireland,No - this is an Irish piece.,Precise locality unknown.","Ireland","-8.2439","53.4129","","None","None","None","503","40","","","Brown patina","Fairly rough","8","","","","4 rivets in situ","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17654744116","https://farm6.staticflickr.com/5348/17654744116_396a6c451e_m.jpg","superuser","IrishSwords"
"38713","433","Sword","IVa","Ashmolean Museum, Oxford,1911, No. 604,Acquired by exchange","Ireland,(No details)","Ireland","-8.2439","53.4129","","None","None","None","419","42","","332.10","No patina.","Dark bronze.","8","","","","Butt-end has criss-cross lines cast into it.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17493242938","https://farm8.staticflickr.com/7712/17493242938_bfd92a8fe6_m.jpg","superuser","IrishSwords"
"38714","433","Leaf-shaped Sword","IVa","Sotheby's Sale,19.11.24, 653,Collection of W. J. Knowles, MRIA of Flixton Place - Ballymena","Ireland,Roskerry peat bog,Label: ""Found in Roskerry peat bog by Robt. Maxwell. Highly prized as heirloom in the family and in 1798, the time of the ""Turn Out"", fearing it would be stolen or injured, it was hid in the thatch of his house. The owners got down to two girls, one a permanent invalid, and they sold it to W. J. Knowles. 9th Aptil 1919.""","Ireland","-8.2439","53.4129","","None","None","None","647","hilt 46, 52.5; blade 48.5","","","","Smooth and dark golden bronze - seems filed and cleaned. The hilt is blacker.","blade 8.5","","","","Some of the rivet holes are filled.","","Doubts cast as to its genuineness and bought in at 21 pounds sterling (Mr. Lawrence of London Museum considers it to be genuine).","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17060732223","https://farm6.staticflickr.com/5330/17060732223_f8ea56e7b7_m.jpg","superuser","IrishSwords"
"38715","433","Sword","IVa","Bankfield Museum, Halifax,No. 22,[A.W. 78],From the collection of the Tower of London.","Ireland","Ireland","-8.2439","53.4129","","None","None","None","a. 128; b. 103; c. 207","41, 25, 32","","316","Brown patina, worn off to greyish brown mottled colour.","","7","","","","Point broken off; broken into three pieces. Only faint signs of flanges to hilt; 4 small rivet-holes.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17494781399","https://farm9.staticflickr.com/8756/17494781399_1caf128043_m.jpg","superuser","IrishSwords"
"38716","433","Sword (part of)","IVa","John Holmes Collection,City Art Gallery, Leeds,Cat. No. 252,(Wardell Collection)","Ireland","Ireland","-8.2439","53.4129","","None","None","None","177","44.5 (base of blade); 36.5 (hilt)","","","","","","","","","Hilt plate and part of sword, the remaining portion of the blade uniformly rounded, 2 large and 1 small rivet hole down centre of hilt plate, and 2 rivet holes and 1 casting mark on one side of hilt plate below blade and 1 rivet hole and 2 casting marks on opposite side.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17681073785","https://farm8.staticflickr.com/7726/17681073785_3b4cbfb6c7_m.jpg","superuser","IrishSwords"
"38717","433","Leaf Shaped Sword","Eagen 5, IV B","British Museum, 54.7-14.292,Collection of Mr. Cooke of Parsonstown.","?Ireland,Locality unknown","Ireland","-8.2439","53.4129","","None","None","None","580","blade 27; hilt plate 49, 23, 14, 35","","489.78","Some patina on hilt.","Dull  bronze with dark stains.","blade 6","","","","4 rivets remains. Wide fish-tail terminal, no [caisse?].","Eagen, Catalogue (1965), 145 no. 542 fig. 72","Inacc. drawing.","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17493236238","https://farm8.staticflickr.com/7691/17493236238_418bb4afab_m.jpg","superuser","IrishSwords"
"38718","433","Sword","IVb","Alnwick Castle, No. 392","Ireland","Ireland","-8.2439","53.4129","","None","None","None","454","24","","382.5","Dark brown patina.","Smooth","6","","","","Point missing.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17678590682","https://farm6.staticflickr.com/5330/17678590682_a4aee70f47_m.jpg","superuser","IrishSwords"
