"taskID","userID","objectType","rightCorner","collection","site","toSearch","Lat","Lon","gridRef","dateDiscoveryDay","dateDiscoveryMonth","dateDiscoveryYear","length","width","edge","weight","patina","surface","thickness","other","composition","associations","description","publications","remarks","inputBy","imageURL","flickrURL"
"44308","677","Socketed Celt.","BIIi","Sotheby's Sale 19.11.24 619., , Colln. of W.I. Knowles MRIA., , of Flixton Place. Ballymena.","Ireland, Antrim, Ballymoney (near), between Ratharken & Ballymoney, Craig's","Ireland",,,"Ireland","None","None","None","102","edge 79. socket 52.","","","a few small patches of very dark brown.","dull bronze. very finely pitted.","socket 47","There does appear to be some information missing.","Points slightly worn.","","","","","Michael George Adams","https://www.flickr.com/photos/115096994@N02/20946559842","https://farm6.staticflickr.com/5753/20946559842_d90b181900_m.jpg"
"44309","433","Socketed Celt","J12","Woolton Court, Warwickshire","Ireland,Antrim","Antrim, Antrim, UK","54.7195338","-6.2072498","","None","None","None","101","47","","no scales","Traces of black patination","","","","Bronze","","","","Very clean smooth casting. No other data. Label ""Co. Antrim, Ireland, F.B.W.","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/20930097726","https://farm6.staticflickr.com/5696/20930097726_2ea3a51e2a_m.jpg"
"44309","580","Socketed Celt","J I 2","Wooton Court, Warwickshire.","Ireland,Antrim","Antrim, Antrim, Royaume-Uni","54.7195338","-6.2072498","","None","None","None","101","47","","no scales","Traces of black patination.","","","","Bronze","","","","Very clean smooth casting. No other data.,Label ""Co. Antrim, Ireland, F.B.W.""","Denis Antoine","https://www.flickr.com/photos/115096994@N02/20930097726","https://farm6.staticflickr.com/5696/20930097726_2ea3a51e2a_m.jpg"
"44309","677","Socketed Celt","JI2","Wootton bourt, , Warrirckshire -, ,","Ireland, Antrim","Ireland",,,"Ireland","None","None","None","101","47","","no scales","Traces of black","gatinalion","","Some of the handwriting was difficult to decipher/ follow. I made my best possible judgement. Also some information appears to be missing.","Bronze","","","","Very clean smooth casting - no other data - Label. ""Co Antrim . Ireland. F.B.W., , No 157 -, , E. G. Middleton, , Hardwick Rd, , Sheelty, , July 26th./ 23","Michael George Adams","https://www.flickr.com/photos/115096994@N02/20930097726","https://farm6.staticflickr.com/5696/20930097726_2ea3a51e2a_m.jpg"
"44310","433","Socketed Celt","MI1","Sotheby's Sale, 19.11.24,627,Collection of W. J. Knowles, MRIA of Flixton Place, Ballymena","Ireland,Antrim","Antrim, Antrim, UK","54.7195338","-6.2072498","","None","None","None","89.5","socket 38","50","","thick patina dark green","slightly pitted","socket 33","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/20335318323","https://farm6.staticflickr.com/5745/20335318323_73df582d84_m.jpg"
"44310","580","Socketed Celt","M I 1","Sotheby's Sale, 19. 11. 24. 627.,Collection of W.J. Knowles, MRIA, of Flixton Place, Ballymena.","Ireland,Antrim","Antrim, Antrim, Royaume-Uni","54.7195338","-6.2072498","","None","None","None","89.5","socket 38","50","","thick patina dark green.","slightly pitted.","socket 22","","","","","","","Denis Antoine","https://www.flickr.com/photos/115096994@N02/20335318323","https://farm6.staticflickr.com/5745/20335318323_73df582d84_m.jpg"
"44310","677","Socketed Celt.","MIi","Sotheby's Sale 19.11.24 627., , Colln. of W.I. Knowles MRIA, , of Flixton Place. Ballymena.","Ireland., Antrim,","Ireland",,,"Ireland","None","None","None","89.5","edge 50 socket 38","","","thick patina. dark green.","slightly pitted.","socket 33.","There does appear to be some information missing.","","","","","","Michael George Adams","https://www.flickr.com/photos/115096994@N02/20335318323","https://farm6.staticflickr.com/5745/20335318323_73df582d84_m.jpg"
"44311","433","Socketed Bronze Celt, with loop","MI2","British Museum, WG 1586","Ireland,Antrim,Connor,Crevilly Valley,32","Connor, Ballymena, Ballymena BT42, UK","54.80593","-6.209879999999998","","None","None","None","102","Butt 44; Blade 53","","267","Green","Pitted","44","","Bronze","1 Tanged chisel;1 Socketed Gouge (WG 1587, 88)","Square section, a split by the side of the loop, edge of blade broken, three verticle ribs on butt, marks of casting.","","(2) gouge, (3) chisel found within","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/20956347365","https://farm6.staticflickr.com/5629/20956347365_6c9c51bd06_m.jpg"
"44311","580","Socketed Bronze Celt, with loop","M I 2","British Museum, W.G. 1586.","Ireland,Antrim,Connor,Crevilly Valley","Connor, Ballymena, Ballymena BT42, Royaume-Uni","54.80593","-6.209879999999998","","None","None","None","102","butt 44; blade 53","","267","green","pitted","44","","Bronze","1 Tanged Chisel, 1 socketed Gouge (WG 1587, 88)","square section, a split by the side of the loop, edge of blade broken. three virticle ribs on butt. marks of castong.","","","Denis Antoine","https://www.flickr.com/photos/115096994@N02/20956347365","https://farm6.staticflickr.com/5629/20956347365_6c9c51bd06_m.jpg"
"44311","677","Socketed bronze celt; with loop.","MI2","British Museum WG. 1576.","Itreland, Antrim, Connor 32., Crevilly Valley.","Ireland",,,"Ireland","None","None","None","102","Butt 44 Blade 53","","267","green.","pitted","44","Some of the handwriting was difficult to decipher. I made my best possible judgement. Also some information appears to be missing.","Bronze square section, a split by the side of the loop. edge of blade broken. three virticle ribs on butt. marks of casting.","I Tanged Chisel; I Socketed Gorge. (WG 1587,88.)","","","(2) gauge, (3) chisel, found within, , A","Michael George Adams","https://www.flickr.com/photos/115096994@N02/20956347365","https://farm6.staticflickr.com/5629/20956347365_6c9c51bd06_m.jpg"
"44312","433","Socketed Celt","NI2","Sotheby's Sale, 19.11.24,628,Collection of W. J. Knowles, MRIA of Flixton Place, Ballymena","Ireland,Antrim","Antrim, Antrim, UK","54.7195338","-6.2072498","","None","None","None","106","socket 43","54","","Patina is mostly matte (some is smooth at edge) medium green of various shades.","Fairly smooth, very slightly encrusted.","socket 41","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/20335318103","https://farm1.staticflickr.com/610/20335318103_543f1d9556_m.jpg"
"44312","580","Socketed Celt","N I 2","Sotheby's Sale, 19. 11. 24. 628.,Collection of W.J. Knowles, MRIA, of Flixton Place, Ballymena.","Ireland,Antrim","Antrim, Antrim, Royaume-Uni","54.7195338","-6.2072498","","None","None","None","106","socket 43","54","","patina is mostly matte (some is smooth, at edge). medium green of various shades.","fairly smooth. very slightly encrusted.","socket 41","","","","","","","Denis Antoine","https://www.flickr.com/photos/115096994@N02/20335318103","https://farm1.staticflickr.com/610/20335318103_543f1d9556_m.jpg"
"44312","677","Socketed Celt","NI2","Sotheby's Sale 19.11.24. 628., , Colln. of W. I. Knowles MRIA, , of Flixton Place. Ballymena.","Ireland., Antrim","Ireland",,,"Ireland","None","None","None","106","edge 54 socket 43.","","","is mostly matte (some is smooth. at edge). medium green of various shades.","fairly smooth. very slightly encrusted.","socket 41.","Some information does appear to be missing.","","","","","","Michael George Adams","https://www.flickr.com/photos/115096994@N02/20335318103","https://farm1.staticflickr.com/610/20335318103_543f1d9556_m.jpg"
"44313","433","Socketed Celt","","Grosvenor Museum, Chester,Donor Capt. R. Massie Taylor","Ireland,Co. Antrim,Bushmills (near),Giants Causeway,1852","Giant's Causeway, 44 Causeway Rd, Bushmills, Antrim BT57 8SU, UK","55.2408073","-6.51155540000002","","None","None","1852","112","socket 46","61","381","Dark green patina rubbed in places.","Good condition","45","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/20956347085","https://farm1.staticflickr.com/609/20956347085_36b5a1319a_m.jpg"
"44313","580","Socketed Celt","N I 3","Grosvenor Museum, Chester,Donor Capt. R. Massie Taylor","Ireland,Co Antrim,Bushmills (near),Giants Causeway.,1852","Chaussée des Géants, 44 Causeway Rd, Bushmills, Antrim BT57 8SU, Royaume-Uni","55.2408073","-6.51155540000002","","None","None","1852","112","socket 46","61","381","dark green patina rubbed in places.","good condition","socket 45","","","","","","","Denis Antoine","https://www.flickr.com/photos/115096994@N02/20956347085","https://farm1.staticflickr.com/609/20956347085_36b5a1319a_m.jpg"
"44313","677","","NI3","Grosvenor Museum, , Chester., , Donor Capt. R. Massie Taylor., ,","Ireland, Co Antrim, Bushinills (near), Giants Causeway., 1852,","Giants Causeway, Antrim, UK",,,"Giants Causeway, Antrim, UK","None","None","1852","112","edge 61 socket 46","","381","ribbed in places.","good condition dark green","socket 45","There does appear to be some information missing.","","","","","G.","Michael George Adams","https://www.flickr.com/photos/115096994@N02/20956347085","https://farm1.staticflickr.com/609/20956347085_36b5a1319a_m.jpg"
"44314","433","Socketed Celt","NII2","Herts County Museum, St. Albans,lent by Capt. J. H. Ball, RAF,99","Ireland,Co. Antrim,Belfast","Belfast, Belfast, UK","54.59728500000001","-5.930119999999988","","None","None","None","87","socket 42.5","49.5","254.65","Patina of dark green.","Smooth polished","socket 41","","","","Raised decoration - very faint on one side.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/20333765914","https://farm6.staticflickr.com/5671/20333765914_fdeba179d7_m.jpg"
"44314","580","Socketed Celt","N II 2","Herts County Museum, St. Albans,99,lent by Capt. J.H. Ball, RAF.","Ireland,Co Antrim,Belfast","Belfast, Belfast, Royaume-Uni","54.59728500000001","-5.930119999999988","","None","None","None","87","socket 42.5","49.5","254.65","polished patina of dark green.","smooth","socket 41","","","","Raised decoration. very faint on one side.","","","Denis Antoine","https://www.flickr.com/photos/115096994@N02/20333765914","https://farm6.staticflickr.com/5671/20333765914_fdeba179d7_m.jpg"
"44314","677","Socketed Celt","NII2","Herts County Museum. St. Albans, , lent by Capt I.H. Ball RAF. 99, ,","Ireland, Co Antrim, Belfast","Belfast, Belfast, UK","54.59728500000001","-5.930119999999988","Belfast, Belfast, UK","None","None","None","87","edge 49.5 socket 42.5","","254.65","of dark green.","smooth polished","socket 41","There does appear to be some information missing.","Raised decoration - very faint on one side","","","","H","Michael George Adams","https://www.flickr.com/photos/115096994@N02/20333765914","https://farm6.staticflickr.com/5671/20333765914_fdeba179d7_m.jpg"
"44315","580","Socketed Celt","O II 2","Sotheby's Sale, 19. 11. 24. 627,Collection of W.J. Knowles, MRIA, of Flixton Place, Ballymena","Ireland,Antrim","Antrim, Antrim, Royaume-Uni","54.7195338","-6.2072498","","None","None","None","102","socket 43.5","58","","There has been thick patina medium green, but is a good deal cleaned, showing golden bronze.","smooth","socket 42.5","","","","","","","Denis Antoine","https://www.flickr.com/photos/115096994@N02/20930097096","https://farm1.staticflickr.com/608/20930097096_ac1281b5a3_m.jpg"
"44315","677","Socketed Celt","OII2","Sotheby's Sale 19.11.24. 627., , Colln. of W.I. Knowles MRIA, , of Flixton Place. Ballymena","Ireland, Antrim","Ireland",,,"Ireland","None","None","None","102","edge 58 socket 43.5","","","There has been thick patina medium green, but is a good deal cleaned, showing golden bronze.","smooth","socket 42.5","There does appear to be some information missing.","","","","","","Michael George Adams","https://www.flickr.com/photos/115096994@N02/20930097096","https://farm1.staticflickr.com/608/20930097096_ac1281b5a3_m.jpg"
"44315","1064","Socketed Celt","OII2","[...] sale 19.11.24     627, , Coll. of W.J. Knowles MRIA, , of Hixton place. Ballymena","ireland [...]","",,,"","None","None","None","102","Edge 58 Socket 43.5","58","","medium green, but is a good deal cleaned showing golden [...]","smooth","42.5","in thickness is speaking about socket.","","","","","","Aitziber Eizaguirre","https://www.flickr.com/photos/115096994@N02/20930097096","https://farm1.staticflickr.com/608/20930097096_ac1281b5a3_m.jpg"
"44316","433","Socketed Celt","RII3","Pitt Rivers Museum, Oxford,J. W. Flower","Ireland,Co. Antrim,May 1872","Antrim, Antrim, UK","54.7195338","-6.2072498","","None","5","1872","99","socket 31","50","","","Oxidised, but fairly smooth & well cast.","socket 28","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/20769586999","https://farm1.staticflickr.com/703/20769586999_cfb3b3c5fd_m.jpg"
"44316","580","Socketed Celt","R II 3","Pitt Rivers Museum, Oxford.,J.W. Flower.","Ireland,Co Antrim,May 1872","Antrim, Royaume-Uni","54.666248","-6.286465899999939","","None","5","1872","99","socket 31","50","","","Oxidised, but fairly smooth & well cast.","socket 28","","","","","","","Denis Antoine","https://www.flickr.com/photos/115096994@N02/20769586999","https://farm1.staticflickr.com/703/20769586999_cfb3b3c5fd_m.jpg"
"44316","677","Socketed Celt.","RII3","Pitt Rivers Museum Oxford., , I.W. Flower.","Ireland, Co Antrim, May 1872","Ireland","53.41291","-8.243889999999964","Ireland","None","5","1872","99","edge 50 socket 31","","","","Oxidised, but fairly smooth & well cast. }.","socket 28","There does appear to be some information missing.","","","","","section","Michael George Adams","https://www.flickr.com/photos/115096994@N02/20769586999","https://farm1.staticflickr.com/703/20769586999_cfb3b3c5fd_m.jpg"
"44317","433","Socketed Celt","SI1","British Museum, W.G. 1563","Ireland,Antrim,Armoy","Armoy, Ballymoney, Moyle BT53, UK","55.13087849999999","-6.3270751999999675","","None","None","None","75","socket 39","54","137.9","","Dull bronze, pitted + stained black.","socket 32","","","","Two beads round socket. Short vertical ribs inside socket.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/20930096876","https://farm1.staticflickr.com/580/20930096876_0839745646_m.jpg"
"44317","580","Socketed Celt","S I 1","British Museum, W.G. 1563.","Ireland,Antrim,Armoy","Armoy, Ballymoney, Moyle BT53, Royaume-Uni","55.13087849999999","-6.3270751999999675","","None","None","None","75","socket 39","54","137.9","","dull bronze, pitted & stained black","socket 32","","","","Two beads round socket. Short vertical ribs inside socket.","","","Denis Antoine","https://www.flickr.com/photos/115096994@N02/20930096876","https://farm1.staticflickr.com/580/20930096876_0839745646_m.jpg"
"44317","677","Socketed Celt.","SIi","British Museum W.G. 1563.","Ireland., Antrim, Armoy.","Armoy, Ballymoney, Moyle BT53, UK","55.13087849999999","-6.3270751999999675","Armoy, Ballymoney, Moyle BT53, UK","None","None","None","75","edge 54 socket 39.","","137.9","","dull bronze. pitted & stained black","socket 32.","There does appear to be some information missing.","Two beads round socket. Short vertical ribs inside socket.","","","","","Michael George Adams","https://www.flickr.com/photos/115096994@N02/20930096876","https://farm1.staticflickr.com/580/20930096876_0839745646_m.jpg"
"44318","433","Socketed Celt","SI2","Doncaster Museum, acquired 1926","Ireland,Co. Antrim,Ballycastle (near),Knocklayd Bog","Ballycastle, Moyle, UK","55.2052888","-6.2532946999999695","","None","None","None","57","31 at socket","48","110","Very dark patina, greenish-black.","Slightly encrusted, on one side near the socket, and round the loop thick encrustment.","31","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/20333765204","https://farm1.staticflickr.com/669/20333765204_d58a3587e9_m.jpg"
"44318","580","Socketed Celt","S I 2","Doncaster Museum, acquired 1926.","Ireland,Co Antrim,Ballycastle (near),Knocklayd bog","Ballycastle, District de Moyle, Royaume-Uni","55.2052888","-6.2532946999999695","","None","None","None","57","31","48","110","Very dark patina, greenish-black.","Slightly encrusted; on one side near the socket, and round the loop thick encrustment.","31","","","","","","","Denis Antoine","https://www.flickr.com/photos/115096994@N02/20333765204","https://farm1.staticflickr.com/669/20333765204_d58a3587e9_m.jpg"
"44318","677","Socketed Celt","SI2","Doncaster Museum, acquired 1926.","Ireland, Co Antrim, Ballycastle (near), Knocklayd Boq.","Knocklayd, Ballycastle, Moyle BT54, UK","55.16407239999999","-6.248539199999982","Knocklayd, Ballycastle, Moyle BT54, UK","None","None","None","57","48 at edge: 31 at socket","","110","very dark patina, greenish black.","Surface slightly encrusted: on one side near the socket, and round the loop thick encrustment.","31","There does appear to be some information missing.","","","","","","Michael George Adams","https://www.flickr.com/photos/115096994@N02/20333765204","https://farm1.staticflickr.com/669/20333765204_d58a3587e9_m.jpg"
"44319","433","Socketed Celt","S12","Sotheby's Sale, 19.11.24,622,Collection of W. J. Knowles, MRIA of Flixton Place, Ballymena","Ireland,Co. Antrim","Antrim, Antrim, UK","54.7195338","-6.2072498","","None","None","None","67","socket 42","51","","Traces of patina very thin, of very light greyish green.","Smooth dark bronze","32.5","","","","Ribs in socket commence just below the rim & extend almost to the bottom.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/20930096776","https://farm1.staticflickr.com/739/20930096776_15217bb0e6_m.jpg"
"44319","580","Socketed Celt","S I 2","Sotheby's Sale, 19. 11. 24. 622,Collection of W.J. Knowles, MRIA, of Flixton Place, Ballymena","Ireland,Co Antrim","Antrim, Royaume-Uni","54.666248","-6.286465899999939","","None","None","None","67","socket 42","51","","traces of patina very thin, of very light greyish green.","smooth, dark bronze.","socket 32.5","","","","Ribs in socket, commence just below the rim & extend almost to the bottom","","","Denis Antoine","https://www.flickr.com/photos/115096994@N02/20930096776","https://farm1.staticflickr.com/739/20930096776_15217bb0e6_m.jpg"
"44319","677","Socketed Celt.","SI2","Sotheby's Sale 19.11.24 622, , Colln. of W.I. Knowles MRIA., , of Flixton Place Ballymena","Ireland, Co Antrim","Ireland","55.13087849999999","-6.3270751999999675","Ireland","None","None","None","67","edge 51. socket 42.","","","traces of patina very thin, of very light greyish green.","smooth. dark bronze.","socket 32.5","There does appear to be some information missing.","Ribs in socket. commence just below the rim & extend almost to the bottom.","","","","","Michael George Adams","https://www.flickr.com/photos/115096994@N02/20930096776","https://farm1.staticflickr.com/739/20930096776_15217bb0e6_m.jpg"
"44320","433","Socketed Celt","SI2","Manchester Museum,L49,Bought of G. C. Yates (ex Glenny Collection)","Ireland,Co. Antrim","Antrim, Antrim, UK","54.7195338","-6.2072498","","None","None","None","47","socket 32","41","49.61","Medium mottled green patina with bronze showing through.","Smooth","socket 28","","","","Cast marks on side opposite loop have same appearance as that from a mould which has moved.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/20956346255","https://farm6.staticflickr.com/5708/20956346255_6a3b15b8d2_m.jpg"
"44320","580","Socketed Celt","S I 2","Manchester Museum,L 49,Bought of G.C. Yates (ex Glenny collection)","Ireland,Co Antrim","Antrim, Antrim, Royaume-Uni","54.7195338","-6.2072498","","None","None","None","47","socket 32","41","49.61","medium mottled green with bronze showing through","smooth","socket 28","","","","Cast marks on side opposite loop, have same appearance as that from a mould which has moved.","","","Denis Antoine","https://www.flickr.com/photos/115096994@N02/20956346255","https://farm6.staticflickr.com/5708/20956346255_6a3b15b8d2_m.jpg"
"44320","717","Socketed Celt","SI2","Manchester Museum  L49, Bought [...] G. C. Yates (ex Glenny coll.)","Ireland, Co. Antrim","",,,"","None","None","None","47","Edge 41, socket 32","41","49.61","Medium mottled green with bronze showing through.","Smooth","Socket 28","","Cast marks on side opposite loop; have same appearance as that from a mould which has moved.","","","","","Van C. Vives","https://www.flickr.com/photos/115096994@N02/20956346255","https://farm6.staticflickr.com/5708/20956346255_6a3b15b8d2_m.jpg"
"44321","433","Socketed Celt","SI2","Herts County Museum, St. Albans,Lent by Capt. J. H. Ball, RAF","Ireland,Co. Antrim,Ballymena","Ballymena, Ballymena, Ballymena, UK","54.8652935","-6.280221299999994","","None","None","None","87.5","socket 47","62","297.67","Dark green - less on one side, where golden bronze shows.","Smooth, rather pocked beneath the patina.","socket 42 1/3","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/20769586529","https://farm1.staticflickr.com/616/20769586529_9163098d23_m.jpg"
"44321","580","Socketed Celt","S I 2","Herts County Museum, St. Albans,lent by Capt. J.H. Ball, RAF.","Ireland,Co Antrim,Ballymena","Ballymena, Ballymena, Ballymena, Royaume-Uni","54.8652935","-6.280221299999994","","None","None","None","87.5","socket 47","62","297.67","dark green; less on one side, where golden bronze shows.","smooth. rather pocked beneath the patina.","socket 42.33","","","","","","","Denis Antoine","https://www.flickr.com/photos/115096994@N02/20769586529","https://farm1.staticflickr.com/616/20769586529_9163098d23_m.jpg"
"44321","677","Socketed Celt.","SI2","Herts County Museum. St Albans, , lent by Capt. I. H. Ball. RAF","Ireland, Co Antrim, Ballymena.","Ballymena, UK","55.13087849999999","-6.3270751999999675","Ballymena, UK","None","None","None","87.5","edge 62. socket 47.","","297.67","dark green - less on one side, where golden bronze shows.","smooth. rather pocked beneath the patina.","socket 42 1/3","There does appear to be some information missing.","","","","","","Michael George Adams","https://www.flickr.com/photos/115096994@N02/20769586529","https://farm1.staticflickr.com/616/20769586529_9163098d23_m.jpg"
