"taskID","userID","objectType","rightCorner","collection","site","toSearch","Lat","Lon","gridRef","dateDiscoveryDay","dateDiscoveryMonth","dateDiscoveryYear","length","width","edge","weight","patina","surface","thickness","other","composition","associations","description","publications","remarks","inputBy","imageURL","flickrURL"
"63092","226","Bent-flanged Palstave","","Manchester Museum, E. Collection, Dawkins, (A.W. Franks), P4355","Ireland","Ireland","53.41291","-8.243889999999965","","None","None","None","132","middle 31.75, butt 21","57","382.72","some thin blackish and a good deal of golden bronze showing","smooth","9.5, 22.5, 21.5, 24","","","","","","","Elaine Dale","https://www.flickr.com/photos/115096994@N02/27650468224","https://farm9.staticflickr.com/8724/27650468224_b99912c019_m.jpg"
"63092","580","Bent-flanged Palstave","","Manchester Museum,E. Collection, Dawkins. (AW Franks),P. 4355.","Ireland","Irlande","53.41291","-8.243889999999965","","None","None","None","132","middle 31 3/4; butt 21","57","382.72","some thin blackish patina, & a good deal of golden bronze showing.","smooth","9.5; 22.5; 21.5; 24","","","","","","","Denis Antoine","https://www.flickr.com/photos/115096994@N02/27650468224","https://farm9.staticflickr.com/8724/27650468224_b99912c019_m.jpg"
"63092","677","Bent-Flanged Palstave.","","Manchester Museum, , E. Collection. Dawkins. (AW Franks). P.4355","Ireland","Ireland","54.9966124","-7.308574799999974","Ireland","None","None","None","132","edge 27 middle 31 3/4 butt 21","","382.72","Blackish patina, & a good deal of golden bronze showing.","Smooth. Some thin.","9.5, 22.5, 21.5, 24","The map is not working. Some of the handwriting was difficult to decipher. I made my best possible judgement. Some information appears to be missing.","","","","","","Michael George Adams","https://www.flickr.com/photos/115096994@N02/27650468224","https://farm9.staticflickr.com/8724/27650468224_b99912c019_m.jpg"
"63093","433","Bent flanged Palstave","","Museum, Leeds Phil. + Lit. Society","Ireland","Ireland","53.41291","-8.243889999999965","","None","None","None","120","","45","280","","Rather rough and pitted","24","","","","High stop ridge, straight butt + slight ridge on sides immediately below wings.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/27650467904","https://farm9.staticflickr.com/8583/27650467904_29fca4cc31_m.jpg"
"63093","580","Bent flanged Palstave","","Museum, Leeds Phil. & Lit. Society.","Ireland","Irlande","53.41291","-8.243889999999965","","None","None","None","120","","45","280","","rather rough & pitted.","24","","","","light stop ridge, straight butt & slight ridge on sides, immediately below wings.","","","Denis Antoine","https://www.flickr.com/photos/115096994@N02/27650467904","https://farm9.staticflickr.com/8583/27650467904_29fca4cc31_m.jpg"
"63093","677","Bent Hanged Palstave.","","Museum, Leeds Phil: & Git: Society.","Ireland","Ireland","53.41291","-8.243889999999965","Ireland","None","None","None","120","(edge) 45","","280","","Rather rough & pitted.","24","Some of the handwriting was difficult to decipher. I made my best possible judgement. Some information appears to be missing.","High stop ridge, straight butt & slight ridge on sides. Immediately below wings.","","","","","Michael George Adams","https://www.flickr.com/photos/115096994@N02/27650467904","https://farm9.staticflickr.com/8583/27650467904_29fca4cc31_m.jpg"
"63094","433","Bent-flanged Palstave","","Museum, Leeds Phil. + Lit. Society","Ireland","Ireland","53.41291","-8.243889999999965","","None","None","None","122","(centre) 38","59","301","Green patina in places","Metallic colour with","25.5","","","","Slight, pinched-up stop ridge, double curvature of the sides form a ridge below the wings, the wings slightly hammered over + slight mid-rib down middle of blade. Fine example.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/28162233852","https://farm8.staticflickr.com/7460/28162233852_7097120af6_m.jpg"
"63094","580","Bent-flanged Palstave","","Museum, Leeds Phil. & Lit. Society.","Ireland","Irlande","53.41291","-8.243889999999965","","None","None","None","122","centre 38","59","301","green patina in places.","metallic colour with green patina in places","25.5","","","","Slight, pinched-up stop-ridge, double curvature of the sides form a ridge below the wings, the wings slightly hammered over & slight mid-rib down the middle of blade. Fine example","","","Denis Antoine","https://www.flickr.com/photos/115096994@N02/28162233852","https://farm8.staticflickr.com/7460/28162233852_7097120af6_m.jpg"
"63094","677","Bent-Hanged Palstave.","","Museum, Leeds, Phil: & Git: Society.","Ireland","Ireland","53.41291","-8.243889999999965","Ireland","None","None","None","122","(edge) 59, (centre) 38;","","301.9","Green patina in places.","Metallic colour.","25.5","Some of the handwriting was difficult to decipher. I made my best possible judgement. Some information appears to be missing.","Slight, pinched-up stop-ridge, double curvations of the sides form a ridge below the wings, the wings slightly hammered over & slight mid-rib down middle of blade. Fine example.","","","","","Michael George Adams","https://www.flickr.com/photos/115096994@N02/28162233852","https://farm8.staticflickr.com/7460/28162233852_7097120af6_m.jpg"
"63095","433","Bent-flanged Palstave","","Museum, Leeds Phil. + Lit. Society","Ireland","Ireland","53.41291","-8.243889999999965","","None","None","None","133","","66","476","Greenish patina","","29.5","","","","Stop ridge, the wings, which are facetted at edges, are slightly hammered over at the stop ridge and a curved band with fluted hollow below, crosses the blade midway between stop-ridge and cutting edge.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/28162234052","https://farm9.staticflickr.com/8689/28162234052_fe8a87a11c_m.jpg"
"63095","580","Bent-flanged Palstave","","Museum, Leeds Phil. & Lit. Society.","Ireland","Irlande","53.41291","-8.243889999999965","","None","None","None","133","","66","476","Greenish","","29.5","","","","Stop ridge, the wings, which are facetted at edges, are slightly hammered over at the stop ridge, & a curved band with fluted hollow below, crosses the blade midway between stop-ridge & cutting edge.","","","Denis Antoine","https://www.flickr.com/photos/115096994@N02/28162234052","https://farm9.staticflickr.com/8689/28162234052_fe8a87a11c_m.jpg"
"63095","677","Bent-Hanged Palstave","","Museum, Leeds. Phil: & Git: Society.","Ireland","Ireland",,,"Ireland","None","None","None","133","(edge) 66","","476","Greenish patina.","","29.5","The map is not working. Some of the handwriting was difficult to decipher. I made my best possible judgement. Some information appears to be missing.","Stop ridge, the wings which are facetted at edge, are slightly hammered over at the stop ridge, & a curved baud with fluted hollow below, crosses the blade midway between stop-ridge & cutting edge.","","","","","Michael George Adams","https://www.flickr.com/photos/115096994@N02/28162234052","https://farm9.staticflickr.com/8689/28162234052_fe8a87a11c_m.jpg"
"63096","226","Bent-flanged Palstave","","Musuem, Leeds & Phil & Lit. Society","Ireland","Ireland","53.41291","-8.243889999999965","","None","None","None","171","36 neck","54","616","thick green","","37","","","","wings beaten over to form a half socket, double curvature of sides from a ridge opposite stop-ridge.","","","Elaine Dale","https://www.flickr.com/photos/115096994@N02/27650467434","https://farm9.staticflickr.com/8669/27650467434_ea4cefcf34_m.jpg"
"63096","580","Bent-flanged Palstave","","Museum, Leeds Phil. & Lit. Society.","Ireland","Irlande","53.41291","-8.243889999999965","","None","None","None","171","neck 36","54","616","Thick green","","37","","","","Wings beaten over to form a half socket, double curvature of sides form a ridge opposite stop-ridge","","","Denis Antoine","https://www.flickr.com/photos/115096994@N02/27650467434","https://farm9.staticflickr.com/8669/27650467434_ea4cefcf34_m.jpg"
"63096","677","Bent-Hanged Palstave","","Museum, Leeds Phil: & Git: Society.","Ireland","Ireland",,,"Ireland","None","None","None","171","54 (edge) 36 (neck)","","616","Thick green patina.","","37","The map is not working. Also some information appears to be missing.","Wings beaten over to form a half socket, double curvature of sides form a ridge opposite stop-ridge.","","","","","Michael George Adams","https://www.flickr.com/photos/115096994@N02/27650467434","https://farm9.staticflickr.com/8669/27650467434_ea4cefcf34_m.jpg"
"63097","226","Bent-flanged Palstave","","Alnwick Castle,","Ireland","Ireland","53.41291","-8.243889999999965","","None","None","None","152","Centre 36, Butt 29","68","672.6","bronze","smooth","27","","","","Ornamented with seven ridges & furrows at base of wings","","","Elaine Dale","https://www.flickr.com/photos/115096994@N02/28265948495","https://farm9.staticflickr.com/8701/28265948495_6093dfe0ac_m.jpg"
"63097","580","Bent-flanged Palstave","","Alnwick Castle, 346.","Ireland","Irlande","53.41291","-8.243889999999965","","None","None","None","152","centre 36; butt 29","68","672.6","Bronze.","Smooth","27","","","","Ornamented with seven ridges & furrows at base of wings.","","","Denis Antoine","https://www.flickr.com/photos/115096994@N02/28265948495","https://farm9.staticflickr.com/8701/28265948495_6093dfe0ac_m.jpg"
"63097","677","Bent-Flanged Palstave.","","Alnwick Castle 346.","Ireland","Ireland",,,"Ireland","None","None","None","152","Edge 68. Centre 36. Butt 29.","","672.6","Bronze patina.","Smooth.","27","The map is not working. Also some information appears to be missing.","Ornamented with seven ridges & furrows at base of wings.","","","","","Michael George Adams","https://www.flickr.com/photos/115096994@N02/28265948495","https://farm9.staticflickr.com/8701/28265948495_6093dfe0ac_m.jpg"
"63098","226","Bent-halved Palstave","I4","Alnwick Castle, 348","Ireland","Ireland","53.41291","-8.243889999999965","","None","None","None","172","Centre 31, Butt 27","70","595","green & bronze","smooth, one large pit under stop-ridge","32","","","","","","","Elaine Dale","https://www.flickr.com/photos/115096994@N02/27650466334","https://farm9.staticflickr.com/8773/27650466334_05117fc4f6_m.jpg"
"63098","580","Bent-flanged Palstave","I4","Alnwick Castle, No. 348.","Ireland","Irlande","53.41291","-8.243889999999965","","None","None","None","172","centre 31; butt 27","70","595","Green & bronze.","Smooth, one large pit under stop-ridge.","32","","","","","","","Denis Antoine","https://www.flickr.com/photos/115096994@N02/27650466334","https://farm9.staticflickr.com/8773/27650466334_05117fc4f6_m.jpg"
"63098","677","Bent-Flanged Palstave.","I4","Alnwick Castle No. 348.","Ireland","Ireland","53.41291","-8.243889999999965","Ireland","None","None","None","172","Edge 70. Centre 31. Butt 27.","","595","Green & bronze patina.","Smooth. One large pit under stop-ridge.","32","Some information appears to be missing.","","","","","","Michael George Adams","https://www.flickr.com/photos/115096994@N02/27650466334","https://farm9.staticflickr.com/8773/27650466334_05117fc4f6_m.jpg"
"63099","226","Bent-flanged Axe","","Belfast Municipal Museum, No. 1911-78, Donor W.J. Tollerton, (No. ""46"" printed figures on face)","Ireland, Co. Down, Donaghadie","Donaghadee BT21, UK","54.6425555","-5.537599499999942","","None","None","None","136","at shoulders 52","67","","Black, work through to yellow-golden metal","somewhat rough","flange 25, body of stop-ridge 18","","","","Curved butt, squared off at edge.  Thin bar stop-ridge, slightly oblique., Pronounced shoulders., Raised V punched up by hollowing faces above edge., Edge recurved, somewhat battered., Bar stops & 16 transverse ridges on sides of wings.","","coloration suggests burial in peat: There is a bog at Donaghadie.","Elaine Dale","https://www.flickr.com/photos/115096994@N02/28265948385","https://farm9.staticflickr.com/8690/28265948385_dae42191b9_m.jpg"
"63099","580","Bent-flanged Axe","","Belfast Municipal Museum, No. 1911-78.,Donor, Mr. J. Tollerton (No. ""46"" printed figures on face).","Ireland, Co. Down, Donaghadee","Donaghadee BT21, Royaume-Uni","54.6425555","-5.537599499999942","","None","None","None","136","at shoulders 52","67","","Black patina, worn through to yellow-golden metal.","somewhat rough.","flange 25; body at stop-ridge18","","","","Curved butt, squared off at edge. Thin bar stop-ridge, slightly oblique. Pronounced shoulders. Raised V punched up by hollowing faces above edge. Edge recurved, somewhat battered. Bar stops & 16 transverse ridges on sides of wings.","","Coloration suggests burial in peat: there is a bog at Donaghadee.","Denis Antoine","https://www.flickr.com/photos/115096994@N02/28265948385","https://farm9.staticflickr.com/8690/28265948385_dae42191b9_m.jpg"
"63099","658","Bent-Flanged Axe","","Belfast Municipal Museum,No. 1911-78,, , Donor: Mr. J. Tollerton,, , (No. ""46"" printed figures on face).","Ireland,Co. Down,Donaghadee","Donaghadee, UK",,,"","None","None","None","136","edge 67, at shoulder 52","","","Black patina, worn through to yellow-golden metal.","Somewhat rough","flange 25, body at stop-ridge 18","","","","Curved butt, squared off at edge. Thin bat stop-ridge, slightly oblique.,Pronounced shoulders. Raised V punched up by hollowing faces above edge. Edge recurved, somewhat battered. Bar stops & 16 transverse ridges on sides of wings.","","Coloration suggests burial in peat: there is a bog at Donaghadee.","Susan Magyarody","https://www.flickr.com/photos/115096994@N02/28265948385","https://farm9.staticflickr.com/8690/28265948385_dae42191b9_m.jpg"
"63100","226","Bent-flanged Axe","","Private, A.B. Cook Esq. M.A., Curator of Fitzwilliam Museum of Classical Archaeology, Cambridge & Reader in Classical Archaeology: at his residence - 19 Cranmer Rd.","Ireland, Antrim, Carrick Fergus (near), an old Rath near, found during excavations, Purchased in London before 1900","Carrickfergus BT38, UK","54.7261871","-5.81012069999997","","None","None","None","151","butt 28, middle 29","55","650","","very smooth & polished","39, 16","","","","Indicated stop ridge.  Pattern below stop ridge almost obliterated.  Hammered edge.  Hammered on one side of wings/  Nick on one wing filed out for analysis.","","","Elaine Dale","https://www.flickr.com/photos/115096994@N02/27650576123","https://farm9.staticflickr.com/8639/27650576123_9ff1d9d453_m.jpg"
"63100","580","Bent-flanged Axe","","Private Collection,A.B. Cook, Esq. M.A., Curator of Fitzwilliam Museum of Classical Archaeology, Cambridge & Reader in Classical Archaeology; at his residence - 19 Cranmer Rd.","Ireland, Antrim, Carrickfergus (near), an old Rath near.,found during excavations,Purchased in London before 1900.","Carrickfergus BT38, Royaume-Uni","54.7261871","-5.81012069999997","","None","None","None","151","butt 28; middle 29","55","650","","","39; 16","","","","Indicated stop ridge. Pattern below stop ridge almost obliterated. Hammered on one side of wings. Nick on one wing filed out for analysis.","","","Denis Antoine","https://www.flickr.com/photos/115096994@N02/27650576123","https://farm9.staticflickr.com/8639/27650576123_9ff1d9d453_m.jpg"
"63100","658","Bent-Flanged Axe","","Private Collection,, , A.B. Cook, Esq., M.A.,, , Curator of Fitzwilliam Museum of Classical Archaeology, Cambridge,& Reader in Classical Archaeology: at his residence - 19 Cranmer Rd.","Ireland,Antrim,Carrich fergus (near),an old Rath near,found during excavations,Purchased in London before 1900.","Carrich fergus",,,"","None","None","None","151","edge 55, butt 28, middle 29","","650","","","39, 16","","","","Indicated stop ridge. Pattern below stop ridge almost obliterated. Hammered edge. Hammered on,one side of wings. Nick on one wing filed out for analysis.","","","Susan Magyarody","https://www.flickr.com/photos/115096994@N02/27650576123","https://farm9.staticflickr.com/8639/27650576123_9ff1d9d453_m.jpg"
"63101","226","Bent-flanged Axe","","Miss Eleanor M. Ferguson, Monkstown, Co. Cork","Ireland, Co. Antrim, Donegal, Slversprings","Antrim BT41, UK","54.7195338","-6.2072498","","None","None","None","152","middle 33, butt 22.5","57","481.95","","Greeny bronze colour","7.5, 13, 33.5","","","","","","","Elaine Dale","https://www.flickr.com/photos/115096994@N02/28265948175","https://farm9.staticflickr.com/8588/28265948175_b78e5a3cac_m.jpg"
"63101","580","Bent-flanged Axe","","Miss Eleanor M. Ferguson, Monkstown, Co. Cork.","Ireland, Co Antrim, Donegore, Silversrings","Donegore Hill, Muckamore, Antrim BT41 2HW, Royaume-Uni","54.7344508","-6.13519359999998","","None","None","None","152","middle 33; butt 22.5","57","481.95","","Greeny Bronze colour","7.5; 13; 33.5","","","","","","","Denis Antoine","https://www.flickr.com/photos/115096994@N02/28265948175","https://farm9.staticflickr.com/8588/28265948175_b78e5a3cac_m.jpg"
"63101","658","Bent-Flanged Axe","","Miss Eleanor M. Ferguson,Monkstown, Co. Cork,Monkstown","Ireland,, Co. Antrim,Donegore,Silversprings","Donegore, Co. Antrim",,,"","None","None","None","152","edge 57, middle 33, butt 22.5","","481.95","","Greeny bronze colour","7.5, 13, 33.5","","","","","","","Susan Magyarody","https://www.flickr.com/photos/115096994@N02/28265948175","https://farm9.staticflickr.com/8588/28265948175_b78e5a3cac_m.jpg"
"63102","226","Bent-flanged Axe","","Sotheby's Sale, 19-11-24, 610, Colln. of W. J. Knowles MRIA, of Flixton Place, Ballymena","Ireland, Antrim, Ballymena (near), Foot of Slemish","Ballymena, UK","54.8652935","-6.280221299999994","","None","None","None","120","middle 29, butt 23","48","","some light green, golden bronze shows","lightly pitted","26, 10, 40","","","","wings are cracked","","","Elaine Dale","https://www.flickr.com/photos/115096994@N02/27650575683","https://farm9.staticflickr.com/8716/27650575683_3aff44eafe_m.jpg"
"63102","580","Bent-flanged Axe","","Sotheby's Sale, 19. 11. 24, 610,Collection of W.J. Knowles, MRIA, of Flixton Place, Ballymena.","Ireland, Antrim, Ballymena (near), Foot of Slemish.","Slemish, Ballymena BT42, Royaume-Uni","54.88128829999999","-6.097669900000028","","None","None","None","120","middle 29; butt 23","48","","some light green, golden bronze shows","lightly pitted.","26; 10; 40","","","","Wings are cracked.","","","Denis Antoine","https://www.flickr.com/photos/115096994@N02/27650575683","https://farm9.staticflickr.com/8716/27650575683_3aff44eafe_m.jpg"
"63102","658","Bent-Flanged Axe","","Sotheby's Sale 19/11/24     610,, , Coll'n of W.J. Knowles, M.R.I.A.,of Flixton Place, Ballymena","Ireland,Antrim,Ballymena (near),Foot of Slemish","Slemish, Ballymena BT42, UK","54.88128829999999","-6.097669900000028","","None","None","None","120","edge 487, middle 29, butt 23","","","Some light green-golden bronze shows.","Lightly pitted.","26, 10, 40","","","","Wings are cracked.","","","Susan Magyarody","https://www.flickr.com/photos/115096994@N02/27650575683","https://farm9.staticflickr.com/8716/27650575683_3aff44eafe_m.jpg"
"63103","580","Bent-flanged Palstave","","Sotheby's Sale, 19. 11. 24, 609,Collection of W.J. Knowles, MRIA, of Flixton Place, Ballymena.","Ireland, Antrim, near Ballymena","Ballymena, Royaume-Uni","54.8652935","-6.280221299999994","","None","None","None","137.5","middle 28; butt 23.5","48","","some thick dark brown, dull, on septum, stop & blade. Reminder is light green matte, golden bronze shows.","pitted, but a fair surface.","31.5; 7.5; 32","","","","","","","Denis Antoine","https://www.flickr.com/photos/115096994@N02/28265948015","https://farm8.staticflickr.com/7468/28265948015_53ab8e1e06_m.jpg"
"63103","658","Bent-Flanged Palstave","","Sotheby's Sale, 19/11/24    609,Coll'n of W.J. Knowles, M.R.I.A.,of Flixton Place, Ballymena.","Ireland,Antrim,near Ballymena","Ballymena, UK","54.88128829999999","-6.097669900000028","","None","None","None","137.5","edge 48, middle 28, butt 23.5","","","Some thick, dark brown, dull, on septum, stop & blade. Remainder is light green matte, golden bronze shows.","Pitted, but a fair surface.","26, 7.5, 32","","","","","","","Susan Magyarody","https://www.flickr.com/photos/115096994@N02/28265948015","https://farm8.staticflickr.com/7468/28265948015_53ab8e1e06_m.jpg"
"63103","677","Bent-Flanged Palstave","","Sotheby's Sale 19.11.24. 609., , Colln. of W.I. Knowles MRIA., , of Flixton Place. Ballymena.","Ireland, Antrim, near Ballymena","Ireland",,,"Ireland","None","None","None","137.5","edge 48. middle 28. butt 23.5","","","Some thick dark brown. dull, on septum. stop & blade. Remainder is light green matte. Golden bronze shows.","Pitted. but a fair surface.","31.5 7.5 32.","The map is not working. Some information appears to be missing.","","","","","","Michael George Adams","https://www.flickr.com/photos/115096994@N02/28265948015","https://farm8.staticflickr.com/7468/28265948015_53ab8e1e06_m.jpg"
"63104","226","Bent Flanged Axe","","Blanford, Farnham Museum, Dorset, RH River Museum","Ireland, Antrim","Antrim BT41, UK","54.7195338","-6.2072498","","None","None","None","143","middle 29, butt 15","39","113.39","","smooth dark bronze","14","","","","edge is rough","","","Elaine Dale","https://www.flickr.com/photos/115096994@N02/28265947995","https://farm9.staticflickr.com/8651/28265947995_6bed89e145_m.jpg"
"63104","580","Bent flanged Axe","","Blandford Farnham Pitt Rivers Museum, Dorset.","Ireland, Antrim","Antrim BT41, Royaume-Uni","54.7195338","-6.2072498","","None","None","None","143","middle 29; butt 15","39","113.39","","smooth dark bronze","14","","","","edge is rough.","","","Denis Antoine","https://www.flickr.com/photos/115096994@N02/28265947995","https://farm9.staticflickr.com/8651/28265947995_6bed89e145_m.jpg"
"63104","677","Bent Flanged Axe","","Blandford collection, , Farnham. Dorsit., , Pitt Rivers Museum.","Ireland, Antrim","Ireland",,,"Ireland","None","None","None","143","edge 39. middle 39. butt 15.","","113.39","","Smooth dark bronze.","14","The map is not working. Some information appears to be missing.","Edge is rough.","","","","","Michael George Adams","https://www.flickr.com/photos/115096994@N02/28265947995","https://farm9.staticflickr.com/8651/28265947995_6bed89e145_m.jpg"
"63105","226","Bent-flanged Palstave","","Salisbury S Wilts and Blackmoor Museum, 813 Brackstone Colln., 8 on face, B813 on side","Ireland, Co. Mayo, Ballina","Ballina, Co. Mayo, Ireland","54.1149482","-9.155069300000036","","None","None","None","132","middle 37, butt 24","54","351","brown","","8, 23","","","","The stop starts out from the septum in direction of butt.","","","Elaine Dale","https://www.flickr.com/photos/115096994@N02/28265947815","https://farm9.staticflickr.com/8727/28265947815_fbbf8fda8a_m.jpg"
"63105","580","Bent-flanged Palstave","","Salisbury S. Wilts and Blackmore Museum, 813 Brackstone Collection.,8 on face, B 813 on side.","Ireland, Co Mayo, Ballina","Ballina, Co. Mayo, Irlande","54.1149482","-9.155069300000036","","None","None","None","132","middle 37; butt 24","54","351","brown","","8; 23","","","","The stop slants out from the septum in direction of butt.","","","Denis Antoine","https://www.flickr.com/photos/115096994@N02/28265947815","https://farm9.staticflickr.com/8727/28265947815_fbbf8fda8a_m.jpg"
