"taskID","userID","objectType","rightCorner","collection","site","toSearch","Lat","Lon","gridRef","dateDiscoveryDay","dateDiscoveryMonth","dateDiscoveryYear","length","width","edge","weight","patina","surface","thickness","other","composition","associations","description","publications","remarks","inputBy","imageURL","flickrURL"
"22965","652","Spearhead","","London British Museum, WG 2102","England, Selborne, Blacmkoor, Woolmen Forest, 1867, Hoard 111","Woolmer Forest, Χαμσάιρ, Ηνωμένο Βασίλειο","51.0857837","-0.8658609000000297","","None","None","None","269","26","","","","","","","","91. 5-14. 4-58   W.G. 2100-2112","","VCH Hants, 1, 341, fig.31","ND 74","Maria Christakou","https://farm4.staticflickr.com/3886/15138320952_d16fb1d0e3_b.jpg","https://www.flickr.com/photos/MicroPasts/15138320952"
"22966","433","Spearhead VA","T","British Museum,W.G. 2103,Given by J. Pierpont Morgan, Esq.,(Greenwell Collection),1909","England,Hampshire,Selborne,Blackmoor,Woolmer Forest,Found about 1867 between Hogmoor and Blackmoor House.","Woolmer Forest, Hampshire, UK","51.0857837","-0.8658609000000297","SU 78 33","None","None","1867","208","37","","160","Brown","Slightly corroded: March 1974 small spots of green corrosion.","15","","","2100-2112: 4 spearheads; 9 lanceheads","With angular socket along the blade.","Victoria Hist. Hants., 1, 341, fig. 31.","AOK,ND74,CI","Joellen mcGann","https://farm4.staticflickr.com/3897/14951999579_d694bb5c5d_b.jpg","https://www.flickr.com/photos/MicroPasts/14951999579"
"22966","652","Spearhead  VA","SU  78, ,        33","British Museum , , WG 2103, , Given by J. Pierpont Morgan Ex[ ], , (Greenwell Collection) 1909","England, hants, Selborne, Blacmkoor, Woolmen Forest, Found about 1867 between Holmoor + Blackmoor House","Woolmer Forest, Χαμσάιρ, Ηνωμένο Βασίλειο","51.0857837","-0.8658609000000297","T","None","None","None","208","37","","160","brown","slightly corroded","15","4 Spearhaeds, , 9 Lan[ ] heads","","2100-2112","with angular socket along the blade","Victoria Hist. Hants, 1, 341, fig 31.","ND 74","Maria Christakou","https://farm4.staticflickr.com/3897/14951999579_d694bb5c5d_b.jpg","https://www.flickr.com/photos/MicroPasts/14951999579"
"22967","433","Spearhead","","London, British Museum, WG 2103","England,Hampshire,Selborne,Woolmer Forest,1867,Hoard III","Woolmer Forest, Hampshire, UK","51.0857837","-0.8658609000000297","","None","None","1867","206","26","","","","Small spots of green corrosion (Mar. 74)","","","","91.5-14.4-58; WG 2100-2112","","VCH Hants, I, 341, fig. 31","ND74,CI","Joellen mcGann","https://farm6.staticflickr.com/5566/14952151298_eeef671b9b_b.jpg","https://www.flickr.com/photos/MicroPasts/14952151298"
"22967","652","Spearhead","","London, Britsh Museum, WG 2103",", Hants, Selborne, Blacmkoor, Woolmen Forest, 1867, Hoard 111","Woolmer Forest, Χαμσάιρ, Ηνωμένο Βασίλειο","51.0857837","-0.8658609000000297","","None","None","None","206","26","","","","small spots of green corrosion (Mar 74)","","","","91. 5-14. 4-58   W.G. 2100-2112","","VCH Hants, 1,341, fig. 31","ND 74","Maria Christakou","https://farm6.staticflickr.com/5566/14952151298_eeef671b9b_b.jpg","https://www.flickr.com/photos/MicroPasts/14952151298"
"22968","433","Spearhead V A","T","British Museum, W.G. 2104,Given by J. Pierpont Morgan, Esq.,(Greenwell Collection),1909","England,Hampshire,Selborne,Blackmoor,Woolmer Forest,Found about 1867 between Hogmoor and Blackmoor House","Woolmer Forest, Hampshire, UK","51.0857837","-0.8658609000000297","SU 78 33","None","None","1867","88","32","","50","Metallic bronze","Non-corroded","16","","","2100-2112; 4 spearheads, 9 lanceheads","With large socket and rivet holes","Victoria Hist. Hants., 1, 341, fig. 31","Inacc,ND74,CI","Joellen mcGann","https://farm4.staticflickr.com/3916/15115689466_560ae08c05_b.jpg","https://www.flickr.com/photos/MicroPasts/15115689466"
"22968","734","Lancehead  V  A   [last 2 letters notated in pencil]","RED DOT       T, , , , [""T"" is written in pencil.]","British Museum., , W. G. 2104., , Given by J. Pierpont Morgan Esqre., , (Greenwell Collection), ,    1909","England, Hants., Selborne, Blackmoor, Woolmer Forest., Found about 1867 between, Hogmoor Blackmoor House.","",,,"SU   78     33   [notation in pencil]","None","None","1867","88","32","","50","metallic bronze","non-corroded","16","3-part, hand-drawn illustration, including 2 cross-sections.  With dimensions.","","2100--2112    4 Spearheads    9 Lanceheads.","With large socket & rivet holes.","Victoria Hist. Hants. [?], , 1, 341, fig. 31.","In lower left corner [in pencil]:, , , ,     Inacc    ND  74, , , , , , In lower right corner [in pencil]:, , , ,      C 1","Marilyn Kohn","https://farm4.staticflickr.com/3916/15115689466_560ae08c05_b.jpg","https://www.flickr.com/photos/MicroPasts/15115689466"
"22969","433","Spearhead","","London, British Museum, W. G. 2104","England,Hampshire,Selborne,Blackmoor,Woolmer Forest,1867,Hoard III","Woolmer Forest, Hampshire, UK","51.0857837","-0.8658609000000297","","None","None","1867","86","25","","","","","","","","91.5-14.4-58,W.G. 2100-2112","","VCH Hants, 1, 341, fig. 31","ND74,CI","Joellen mcGann","https://farm6.staticflickr.com/5554/14952038070_9efae472a2_b.jpg","https://www.flickr.com/photos/MicroPasts/14952038070"
"22969","734","Spearhead","RED DOT","LONDON, British Museum, WG 2104","HANTS., Selborne,, Blackmoor,, Woolmer Forest, 1867, Hoard III","",,,"","None","None","1867","86","25","","","","","","4-part, hand-drawn illustration, including 2 cross sections.  With some dimensions.","","91.  5-14.   4-58  /  WG  2100-2112","","VCH Hants. 1, 341, fig 31","IN LOWER LEFT CORNER:, , , , ND 74, , , , IN LOWER RIGHT CORNER [in pencil]:, , , , C1","Marilyn Kohn","https://farm6.staticflickr.com/5554/14952038070_9efae472a2_b.jpg","https://www.flickr.com/photos/MicroPasts/14952038070"
"22970","433","Spearhead V","T","British Museum,W.G. 2105,Given by J. Pierpont Morgan, Esq.,(Greenwell Collection),1909","England,Hampshire,Selborne,Blackmoor,Woolmer Forest,Found about 1867 between Hogmoor and Blackmoor House","Woolmer Forest, Hampshire, UK","51.0857837","-0.8658609000000297","SU 78 33","None","None","1867","85","34","","71","Dark brown","Corroded","14","","","2100-2112; 4 spearheads; 9 lanceheads","With seam down the socket and rivet holes","Victoria Hist. Hants, 1, 341, fig. 31","AOK,ND74,CI","Joellen mcGann","https://farm6.staticflickr.com/5552/15138686695_88f31c0a37_b.jpg","https://www.flickr.com/photos/MicroPasts/15138686695"
"22970","734","Lancehead  V  A","RED DOT, , , , followed by notation in pencil:   T","British Museum, , W. G. 2105, , Given by J. Pierpont Morgan, Esqre., , (Greenwell Collection), ,      1909","England, Hants, Selborne, Blackmoor, Woolmer Forest, Found about 1867 between, Hogmoor & Blackmoor House.","",,,"SU   78    33","None","None","1867","85","34","","71","dark brown","corroded","14","3-part, hand-drawn illustration, with 2 cross-sections.  With some dimensions.","","2100-2112    4 Spearheads   9 Lanceheads.","With seam down the socket & rivet holes","Victoria Hist. Hants, , 1, 341, fig 31","In lower left corner [in pencil]:, , , , AOK, , , ,       ND 74, , , , In lower right corner [in pencil]:, , , , C 1","Marilyn Kohn","https://farm6.staticflickr.com/5552/15138686695_88f31c0a37_b.jpg","https://www.flickr.com/photos/MicroPasts/15138686695"
"22971","731","SPEARHEAD","","LONDON, British Museum, NG 2105","HANTS,, Selborne,, Blackmoor,, Woolmer Forest, 1867, Hoard III","Woolmer Forest, Hampshire, UK","51.0857837","-0.8658609000000297","","None","None","1867","85","","","","","","","ND74 at bottom left of card","","91. 5-14. 4-58 WG 2100-2112","","VCH Hants, 1, 341, fig. 31","","Holly Peterson","https://farm6.staticflickr.com/5579/15135720371_d31e6cb197_b.jpg","https://www.flickr.com/photos/MicroPasts/15135720371"
"22971","734","Spearhead","RED DOT.","LONDON, British Museum, WG 2105","HANTS,, Selborne,, Blackmoor,, Woolmer Forest, 1867, Hoard III","",,,"","None","None","1867","85","","","","","","","4-part, hand-drawn illustration, including 2 cross-sections.  With notation:  WG 2105","","91.  5-14.  4-58   /   WG  2100 - 2112","","VCH Hants, 1, 341, fig. 31","LOWER LEFT CORNER:, , , , ND 74, , , , LOWER RIGHT CORNER [in pencil]:, , , , C1","Marilyn Kohn","https://farm6.staticflickr.com/5579/15135720371_d31e6cb197_b.jpg","https://www.flickr.com/photos/MicroPasts/15135720371"
"22972","731","Lancehead V","T","British Museum, , W.G. 2106, , Given by J. Pierpont Morgan Esq., , (Greenwall Collection), , 1909","England, Hauts., Selborne, Blackmoor, Woolmer Forest, Found about 1867 between Haymoor + Blackmoor House","Woolmer Forest, Hampshire, UK","51.0857837","-0.8658609000000297","S4 7833","None","None","1867","82","32","","44","","corroded, very dark brown","11","""Inacc. ND 74"" in bottom left","","2100-2112 4 spearheads 9 lanceheads","Thin blades + spreading socket","Victoria Hist. Hauts, , 1, 341, fig 31","","Holly Peterson","https://farm6.staticflickr.com/5553/15138319722_f5f0c6cb2b_b.jpg","https://www.flickr.com/photos/MicroPasts/15138319722"
"22972","734","Lancehead    V  [last letter noted in pencil]","RED DOT, , , , followed by notation, in pencil:, , , , T","British Museum., , W. G. 2106, , Given by J. Pierpont Morgan Esqre., , (Greenwell Collection), , 1909","England, Hants., Selborne, Blackmoor, Woolmer Forest, Found about 1867 between Hogmoor & Blackmoor House.","",,,"SU    78    33","None","None","1867","82","32","","44","very dark brown","corroded","11","3-part, hand-drawn illustration, including 2 cross-sections.  With some dimensions.","","2100 -- 2112   4 Spearheads   9 Lanceheads","Thin blocks & spreading socket.","Victoria Hist. Hants., , 1, 341, fig. 31.","LOWER LEFT CORNER [in pencil]:, , , , Inacc, , ND 74, , , , , , BOTTOM RIGHT CORNER [in pencil]:, , , , C 1, , , , , ,","Marilyn Kohn","https://farm6.staticflickr.com/5553/15138319722_f5f0c6cb2b_b.jpg","https://www.flickr.com/photos/MicroPasts/15138319722"
"22973","652","Spearhead","","London, British Museum, WG 2106","Hants, Selborne, Blackmoor, Woolmer Forest, 1867, Hoard 111","Blackmoor, Liss, Χαμσάιρ GU33, Ηνωμένο Βασίλειο","51.09587","-0.8876400000000331","","None","None","None","82","30","","","","","","","","91.  5-14. 4-58   WG 2100-2112","","VCH Hants, 1, 341, gig.31","ND 74","Maria Christakou","https://farm6.staticflickr.com/5564/14952150038_7b06bc012a_b.jpg","https://www.flickr.com/photos/MicroPasts/14952150038"
"22973","734","Spearhead","RED DOT","LONDON, British Museum, WG 2106","HANTS,, Selborne,, Blackmoor,, Woolmer Forest, 1867, Hoard III","",,,"","None","None","1867","82","30","","","","","","4-part, hand-drawn illustration, including 2 cross-sections.  Including notation:  WG 2106.","","91.  5-14.  4-58  /   WG 2100 - 2112","","VCH Hants., 1, 341, fig. 31","In lower left corner:, , , , ND  74, , , , In lower right corner [in pencil]:, , , , C 1","Marilyn Kohn","https://farm6.staticflickr.com/5564/14952150038_7b06bc012a_b.jpg","https://www.flickr.com/photos/MicroPasts/14952150038"
"22974","652","Lancehead  VA","SU  78, ,        33","British Museum WG 2107, ,  Given by L Pierpont-Morgan E[ ] , , (Greenwell Collection) 1909","England, Hants, Blackmoor, Woolmen Forest, Found about 1867 between [Hogmor] + Balckmoor House","England Hants Selborne Blackmoor Woolmen Forest",,,"T","None","None","None","85","31","","52","brown","corroded","15","4 Spearheads, , 9 [Lanceheads]","","2100-2112","Bevelled blades","Victoria Hist. Hants  1, 341, fig.31.","ND 74","Maria Christakou","https://farm6.staticflickr.com/5574/15135720091_060528b4bf_b.jpg","https://www.flickr.com/photos/MicroPasts/15135720091"
"22974","734","Lancehead  V  A","RED DOT, followed by notation in pencil:, , , , T","British Museum., , W. G. 2107, , Given by J. Pierpont Morgan Esqre., , (Greenwell Collection), , 1909","England, Hants., Selborne, Blackmoor, Woolmer Forest., Found about 1867 between, Hogmoor & Blackmoor House.","",,,"SU  78   33","None","None","1867","85","31","","52","Brown","corroded","15","3-part, hand-drawn illustration, including 2 cross-sections.","","2100 -  2112   4 Spearheads    9 Lanceheads","Bevelled blades","Victoria Hist. Hants, , 1, 341.  fig 31.","LOWER LEFT CORNER [in pencil]:, , , , Inacc, ,      ND   74, , , , , , LOWER RIGHT CORNER [in pencil]:, , , , C 1","Marilyn Kohn","https://farm6.staticflickr.com/5574/15135720091_060528b4bf_b.jpg","https://www.flickr.com/photos/MicroPasts/15135720091"
"22975","652","Spearhead","","London, British Museum, WG 2107","Hants, Selborne, Blackmoor, Woolmer Forest, 1867, Hard 111","Woolmer Forest, Χαμσάιρ, Ηνωμένο Βασίλειο","51.0857837","-0.8658609000000297","","None","None","None","85","28","","","","","","","","91. 5-14. 4-58  WG 2100-2112","","VCH Hants, 1, 341, fig. 31","ND 74","Maria Christakou","https://farm4.staticflickr.com/3906/14952146327_89e0423bf6_b.jpg","https://www.flickr.com/photos/MicroPasts/14952146327"
"22975","734","Spearhead","RED DOT","LONDON, British Museum, WG 2107","HANTS., Selborne,, Blackmoor,, Woolmer Forst, 1867, Hoard III","",,,"","None","None","1867","85","28","","","","","","4-part, hand-drawn illustration, including 2 cross sections.  With notation: WG 2107.","","91. 5 - 14.   4 - 58  /   WG 2100 - 21112","","VCH Hants, 1, 341, fig. 31","LOWER LEFT CORNER:, , , , ND  74, , , , LOWER RIGHT CORNER [in pencil]:, , , , C 1","Marilyn Kohn","https://farm4.staticflickr.com/3906/14952146327_89e0423bf6_b.jpg","https://www.flickr.com/photos/MicroPasts/14952146327"
"22976","652","Lancehead VA","Su  78, ,       33","British Museum W.G.2108 , , Given by J Pierpont Morgan E[ ], , (Greenweel Collection) 1909Victoria Hist. Hants 1, 341, fig.31.","England, Hants, Blackmoor, Woolmen Forest, Found about 1867 between [Hogmor] + Balckmoor House","Woolmer Forest, Χαμσάιρ, Ηνωμένο Βασίλειο","51.0857837","-0.8658609000000297","T","None","None","None","85","30","","52","metallic+ dark brown","corroded","14","4 Spearheads, , 9 Lanceheads","","2100-2112","Bevelled blades","","ND 74","Maria Christakou","https://farm6.staticflickr.com/5580/15115687936_18ea2abeb7_b.jpg","https://www.flickr.com/photos/MicroPasts/15115687936"
"22976","734","Lancehead.  V  A  [last 2 letters in pencil]","RED DOT, , , , followed by notation in pencil:, , , , T","British Museum., , W. G. 2108, , Given by J. Pierpont Morgan Esqre., , (Greenwell Collection), , 1909","England, Hants., Selborne, Blackmoor, Woolmer Forest, Found about 1867 between, Hogmoor & Blackmoor House.","",,,"SU   78    33","None","None","1867","85","30","","52","metallic & dark brown","corroded","14","3-part, hand-drawn illustration, including 2 cross-sections.  With some dimensions.","","2100 -- 2112    4 Spearheads   9  Lancheads","Bevelled blades","Victoria Hist. Hants., , 1, 341, fig. 31","IN LOWER LEFT CORNER [in pencil]:, , , , Inacc, ,     ND   74, , , , IN LOWER RIGHT CORNER [in pencil]:, , , ,    C 1","Marilyn Kohn","https://farm6.staticflickr.com/5580/15115687936_18ea2abeb7_b.jpg","https://www.flickr.com/photos/MicroPasts/15115687936"
"22976","768","Lancehead","V A","British Museum,W.G.2108,[...]by I. Rirpout Moyan [...],(, Colection),1909","England,Hauts,Selbourne,Blackmoor[;[...]Forest,Found about 1867 between,Hogmoor & Blackbmoor House","Selborne, Alton, Hampshire GU34, UK","51.095022","-0.9392239999999674","SU 78,33","None","None","1867","850","30","","52","metallic & dark hown","corroded","14","In the bottom left, in pencil, is written: lance, ND 74","","2100-2112,4 Spearheads,9 Lanceheads","Bevelled blades","Victoria Hist Hauts,1, 341, fig 31","","Allegra DC","https://farm6.staticflickr.com/5580/15115687936_18ea2abeb7_b.jpg","https://www.flickr.com/photos/MicroPasts/15115687936"
"22977","652","Spearhead","","London, British Museum, W.G. 2108","Hants, Selborne, Blackmoor, Woolmer Forest, 1867, Hoard 111","Woolmer Forest, Χαμσάιρ, Ηνωμένο Βασίλειο","51.0857837","-0.8658609000000297","","None","None","None","85","30","","","","","","","","91. 5-14.  4-58 WG 2100-2112","","VCH Hants 1, 341, fig. 31.","ND 74","Maria Christakou","https://farm4.staticflickr.com/3858/14952149148_39d2c70026_b.jpg","https://www.flickr.com/photos/MicroPasts/14952149148"
"22977","734","SPEARHEAD","RED DOT","LONDON, British Museum, WG 2108","HANTS,, Selborne,, Blackmoor,, Woolmer Forest, 1867, Hoard III","",,,"","None","None","1867","35","30","","","","","","4-part, hand-drawn illustration, including 2 cross-sections.  With notation:  WG. 2108.","","91. 5-14.  4-58  /  WG  2100 - 2112","","VEH Hants. 1, 341, fig. 31","LOWER LEFT CORNER:, , , , ND  74, , , , LOWER RIGHT CORNER [in pencil]:, , , , C 1","Marilyn Kohn","https://farm4.staticflickr.com/3858/14952149148_39d2c70026_b.jpg","https://www.flickr.com/photos/MicroPasts/14952149148"
"22978","652","Lancehead VA    Missing?","SU 78, ,       33","British Museum WG 2109 , , Given by J Pierpont - Morgan E [], , (Greenwell Collection) 1909","England, Hants, Blackmoor, Woolmen Forest, Found about 1867 between [Hogmor] + Balckmoor House","Woolmer Forest, Χαμσάιρ, Ηνωμένο Βασίλειο","51.0857837","-0.8658609000000297","T","None","None","None","70","34","","478","metallic+black","corroded","18","4 Spearheads, , 9 Lanceheads","","2100-2112","with blunt edges","Victoria Hist. Hants 1, 341, fig. 31","","Maria Christakou","https://farm4.staticflickr.com/3904/15138685695_f311807b93_b.jpg","https://www.flickr.com/photos/MicroPasts/15138685695"
"22978","734","Lancehead   V   A   on next line, notation in pencil:  ""Missing?""","RED DOT, , , , followed by notation [in pencil]:, , , , T","British Museum, , W. G. 2109, , Given by J. Pierpont Morgan Esqre., , (Greenwell Collection), ,   1909","England, Hants, Selborne, Blackmoor, Woolmer Forest, Found about 1867 between Hogmoor & Blackmoor House.","",,,"SSU   78    33","None","None","1867","700","34","","47","metallic & black","corroded","18","3-part, hand-drawn illustration, including 2 cross-sections.  With dimensions.","","2100 -- 2112   4 Spearheads 9 Lanceheads","with blunt edges","Victoria Hist. Hants., , 1, 341, fig 31","LOWER RIGHT CORNER [in pencil]:, , , , C 1","Marilyn Kohn","https://farm4.staticflickr.com/3904/15138685695_f311807b93_b.jpg","https://www.flickr.com/photos/MicroPasts/15138685695"
"22979","652","Lancehead V","SU 78, ,       33","British Museum WG 2110, , Given by J. Pierpont-Morgan E[], , (Greenwell Collection) 1909","England, Hants, Blackmoor, Woolmen Forest, Found about 1867 between [Hogmor] + Balckmoor House","Woolmer Forest, Χαμσάιρ, Ηνωμένο Βασίλειο","51.0857837","-0.8658609000000297","T","None","None","None","89","33","","52","black","slightly corroded","20","4 Spearheads, , 9 Lanceheads","","2100-2112","Imperfect casting","Victoria Hist. Hants 1, 341, fig. 31","ND 74","Maria Christakou","https://farm4.staticflickr.com/3864/15115686926_223a85afb1_b.jpg","https://www.flickr.com/photos/MicroPasts/15115686926"
